Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
Kandou,AI/ML,AI/ML,B2B,,2023,72.0M USD,Series E,Growth,,Switzerland,,,,,
Swiss,HEALTHCARE,MedTech,Unknown,"EdTech, Venture Capital",2023,4.5M CHF,Series B2,Series B,,Switzerland,,,,,
Borobotics,MOBILITY,Electric Vehicles,Unknown,Robotics,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Aerosol,AI/ML,AI/ML,B2B,,2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Analytics,Unknown,"Biotech, Healthtech",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
CART,INDUSTRIALS,Drug Discovery,B2B,"Biotech, Go-to-Market, Manufacturing",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,"AI, SaaS",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ZuriMED,MOBILITY,Medical Devices,Unknown,Venture Capital,2023,14.5M CHF,Series A,Series A,,Switzerland,,,,,
SAEKI,AI/ML,Electric Vehicles,B2B,"AI, Manufacturing, Robotics",2023,2.3M USD,Funding Round,Series A,,Switzerland,,,,,
Inverto,AI/ML,AI/ML,B2B,TypeScript,2023,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
PeriVision,MOBILITY,Electric Vehicles,Unknown,,2023,,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,Unknown,"AI, Cleantech, Logistics, Manufacturing",2023,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
Gaia,AI/ML,AI/ML,B2B,"Manufacturing, TypeScript",2023,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Rapidata,SOFTWARE,Analytics,B2B,,2023,1.5M CHF,Funding Round,Series A,BlueYard,Switzerland,,,,,
CompagOs,Unknown,,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
DuraMon,Unknown,,Unknown,"Go-to-Market, Venture Capital",2023,1.0M CHF,Seed,Seed,,Switzerland,,,,,
Isospec,HEALTHCARE,Biotech,Unknown,"Biotech, IoT",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Almer,MOBILITY,Electric Vehicles,Unknown,AR/VR,2023,4.5M CHF,Seed,Seed,,Switzerland,,,,,
EBAMed,AI/ML,AI/ML,B2B,Venture Capital,2023,14.35M EUR,Series A,Series A,,Switzerland,,,,,
DePoly,MOBILITY,Circular Economy,Unknown,,2023,12.3M CHF,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,AI/ML,Unknown,"Healthtech, Mobility, Robotics, TypeScript",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TreaTech,CLEANTECH,Circular Economy,B2B,"Cleantech, Manufacturing, Venture Capital",2023,9.0M CHF,Series A,Series A,,Switzerland,,,,,
Lunaphore,Unknown,,Unknown,TypeScript,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Tinamu,AEROSPACE,WealthTech,Unknown,"Robotics, TypeScript",2023,1.0M CHF,Funding Round,Series A,,Switzerland,,,,,
Seervision,Unknown,Collaboration Tools,Unknown,TypeScript,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,,2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Eturnity,SOFTWARE,Renewable Energy,B2B,"AR/VR, Cleantech, Mobility, Venture Capital",2023,8.0M CHF,Series A,Series A,,Switzerland,,,,,
SolidWatts,AI/ML,AI/ML,B2B,TypeScript,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
SWISSto12s,AEROSPACE,,Unknown,TypeScript,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,Analytics,B2B,,2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Impossible,AI/ML,Payments,B2B,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Antefil,Unknown,Payments,Unknown,,2023,1.5M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Metaco,FINTECH,Crypto,B2B,"Blockchain, TypeScript",2023,250.0M USD,Undisclosed,Growth,,Switzerland,,,,,
CO2,CLEANTECH,Climate Tech,B2B,"Cleantech, Manufacturing",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
OPTIML,SOFTWARE,WealthTech,B2B,"AI, PropTech, SaaS, TypeScript",2023,1.5M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Drug Discovery,Unknown,,2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Klepsydra,SOFTWARE,AI/ML,B2B,TypeScript,2023,1.0M CHF,Funding Round,Series A,Accel,Switzerland,,,,,
Eurostar,Unknown,,Unknown,,2023,1.2M EUR,Undisclosed,Series A,,Switzerland,,,,,
Neology,CLEANTECH,Climate Tech,B2B,Cleantech,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
UniSieve,CLEANTECH,Climate Tech,B2B,Cleantech,2023,5.5M USD,Undisclosed,Series B,,Switzerland,,,,,
Distalmotion,HEALTHCARE,MedTech,B2B,"Healthtech, Robotics, SaaS, TypeScript",2023,150.0M USD,Undisclosed,Growth,Accel,Switzerland,,,,,
AIsupported,AI/ML,AI/ML,B2B,AI,2023,,Seed,Seed,,Switzerland,,,,,
SynSense,Unknown,,Unknown,Venture Capital,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Araris,Unknown,WealthTech,Unknown,,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Plantbased,AGTECH,Food Tech,B2B,Venture Capital,2023,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Chiral,AI/ML,Drug Discovery,B2B,,2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Drug Discovery,B2B,"Biotech, Cleantech, IoT",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Impossible,AI/ML,Biotech,B2B,Biotech,2023,3.4M CHF,Undisclosed,Series B,,Switzerland,,,,,
Agrinorm,AI/ML,AI/ML,B2B,Logistics,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
ASTRA,HEALTHCARE,Drug Discovery,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
InSphero,AI/ML,WealthTech,B2B,,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Vamoz,Unknown,,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
HemoSystem,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Lunaphore,HEALTHCARE,Medical Devices,Unknown,Healthtech,2023,40.0M CHF,Undisclosed,Growth,,Switzerland,,,,,
SynSense,AI/ML,AI/ML,B2B,"IoT, Manufacturing",2023,10.0M USD,Undisclosed,Series C,Accel,Switzerland,,,,,
Startups,SOFTWARE,Analytics,B2B,"Biotech, Cleantech, Manufacturing, Mobility",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Cleantech,CLEANTECH,Circular Economy,B2B,Cleantech,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Flyability,Unknown,,Unknown,"TypeScript, Venture Capital",2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,Unknown,"AI, Healthtech, Manufacturing",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Therapeutics,HEALTHCARE,Drug Discovery,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Robotics,AI/ML,AI/ML,B2B,Robotics,2023,1.2M CHF,Seed,Seed,,Switzerland,,,,,
Bearmind,AI/ML,AI/ML,B2B,,2023,1.3M CHF,Seed,Seed,,Switzerland,,,,,
EverdreamSoft,AI/ML,AI/ML,B2B,,2023,1.1M USD,Undisclosed,Series A,,Switzerland,,,,,
FluoSphera,Unknown,WealthTech,Unknown,,2023,1.0M USD,Pre-Seed,Pre-Seed,Accel,Switzerland,,,,,
Tandem,HEALTHCARE,Drug Discovery,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Zurich,CLEANTECH,Renewable Energy,B2B,"Cleantech, Robotics, TypeScript",2023,1.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
Recolony,MOBILITY,Drug Discovery,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Unisers,MOBILITY,Electric Vehicles,Unknown,Manufacturing,2023,14.0M USD,Undisclosed,Series C,,Switzerland,,,,,
AtlasVR,AI/ML,AI/ML,B2B,AR/VR,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
EraCal,HEALTHCARE,Electric Vehicles,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,CLEANTECH,Climate Tech,B2B,"Cleantech, Manufacturing",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Xsensio,Unknown,WealthTech,Unknown,,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Swiss,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
YASAI,AI/ML,WealthTech,B2B,"AI, TypeScript",2023,,Funding Round,Early Stage,,Switzerland,,,,,
DNA,SOFTWARE,Drug Discovery,B2B,"Biotech, Cleantech, SaaS",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
InSphero,HEALTHCARE,Digital Health,Unknown,,2023,1.5M EUR,Undisclosed,Series A,,Switzerland,,,,,
Bionomous,MOBILITY,Electric Vehicles,Unknown,TypeScript,2023,2.7M USD,Undisclosed,Series A,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,"Biotech, Healthtech, Robotics",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Medyria,MOBILITY,Electric Vehicles,Unknown,"Go-to-Market, Healthtech",2023,3.7M CHF,Undisclosed,Series B,,Switzerland,,,,,
Calciscon,HEALTHCARE,Electric Vehicles,Unknown,,2023,2.0M EUR,Funding Round,Series A,,Switzerland,,,,,
MPC,HEALTHCARE,Drug Discovery,Unknown,,2023,1.5M CHF,Seed,Seed,,Switzerland,,,,,
Avrios,Unknown,Electric Vehicles,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,AI/ML,AI/ML,B2B,Venture Capital,2023,32.6M CHF,Series C,Series C,,Switzerland,,,,,
Biognosys,HEALTHCARE,Digital Health,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Fixposition,Unknown,Payments,Unknown,,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Startups,AI/ML,WealthTech,B2B,"Healthtech, PropTech",2022,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
Flybotix,AEROSPACE,Drones,Unknown,"Robotics, TypeScript",2022,5.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
RD,AI/ML,AI/ML,B2B,"Design Thinking, IoT",2022,10.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
NexMR,MOBILITY,Drug Discovery,Unknown,,2022,150.0K CHF,Undisclosed,Seed,Accel,Switzerland,,,,,
Voltiris,AI/ML,AI/ML,B2B,Cleantech,2022,1.4M CHF,Undisclosed,Series A,,Switzerland,,,,,
Rhovica,MOBILITY,Medical Devices,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Resistell,HEALTHCARE,Drug Discovery,Unknown,"Healthtech, IoT",2022,8.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
Zaphiro,Unknown,,Unknown,TypeScript,2022,6.4M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
SmartHelio,AI/ML,AI/ML,B2B,Cleantech,2022,5.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Bottneuro,MOBILITY,Electric Vehicles,Unknown,TypeScript,2022,4.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Oxyle,Unknown,,Unknown,Venture Capital,2022,3.0M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Daphne,AI/ML,AI/ML,B2B,,2022,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Younergy,AI/ML,AI/ML,B2B,"Blockchain, Cleantech",2022,7.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Insolight,CLEANTECH,Renewable Energy,B2B,"Cleantech, TypeScript",2022,4.85M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
MinWave,MOBILITY,Electric Vehicles,Unknown,TypeScript,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Depsys,CLEANTECH,Climate Tech,B2B,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
NXI,HEALTHCARE,Drug Discovery,Unknown,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Celebrating,AI/ML,AI/ML,B2B,,2022,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Startups,SOFTWARE,Analytics,B2B,"AI, Cleantech, IoT, Robotics",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,AI/ML,B2B,"AI, Biotech, Cybersecurity, Robotics",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
School,SOFTWARE,AI/ML,B2B,"AI, TypeScript",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Years,AI/ML,AI/ML,B2B,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
ASPIVIX,Unknown,,Unknown,Venture Capital,2022,5.0M USD,Series A+,Series A,,Switzerland,,,,,
Beekeeper,AI/ML,AI/ML,B2B,TypeScript,2022,50.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Akina,HEALTHCARE,Electric Vehicles,Unknown,TypeScript,2022,1.6M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Positrigo,AI/ML,Payments,B2B,,2022,5.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
Simon,AI/ML,AI/ML,B2B,Cleantech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Sleepiz,Unknown,Digital Health,Unknown,Healthtech,2022,800.0K EUR,Funding Round,Series A,,Switzerland,,,,,
Startups,AI/ML,Drug Discovery,B2B,"AI, Biotech, Logistics, TypeScript",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TYXIT,Unknown,,Unknown,TypeScript,2022,2.0M CHF,Seed,Seed,,Switzerland,,,,,
WattAnyWhere,MOBILITY,Electric Vehicles,Unknown,Mobility,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Swiss,Unknown,,Unknown,Venture Capital,2022,1.5M CHF,Series A,Series A,,Switzerland,,,,,
Ocumeda,Unknown,Digital Health,Unknown,Healthtech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
AMC,SOFTWARE,SaaS,B2B,SaaS,2022,10.0M CHF,Funding Round,Series C,,Switzerland,,,,,
ERP,AI/ML,Enterprise Software,B2B,,2022,2.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
OVOMIND,AI/ML,WealthTech,B2B,TypeScript,2022,1.6M USD,Funding Round,Series A,,Switzerland,,,,,
Splint,FINTECH,Biotech,B2B,"Biotech, TypeScript",2022,150.0K CHF,Funding Round,Seed,,Switzerland,,,,,
Going,CLEANTECH,Climate Tech,B2B,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Aukera,HEALTHCARE,Drug Discovery,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Correntics,AI/ML,Analytics,B2B,Logistics,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Vatorex,AI/ML,Biotech,B2B,"Biotech, TypeScript",2022,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Exnaton,CLEANTECH,Climate Tech,B2B,Cleantech,2022,,Funding Round,Early Stage,,Switzerland,,,,,
Volumina,HEALTHCARE,Electric Vehicles,Unknown,"TypeScript, Venture Capital",2022,,Series A,Series A,,Switzerland,,,,,
Araris,HEALTHCARE,Biotech,Unknown,"Biotech, IoT",2022,24.0M USD,Funding Round,Series C,,Switzerland,,,,,
Cultivated,AI/ML,Biotech,B2B,Biotech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Alums,AI/ML,AI/ML,B2B,,2022,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Drug,SOFTWARE,Drug Discovery,B2B,"AI, SaaS",2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Edtech,AI/ML,Biotech,B2B,"Biotech, EdTech",2022,1.3M CHF,Undisclosed,Series A,,Switzerland,,,,,
Solaxer,CLEANTECH,Renewable Energy,B2B,Cleantech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,AI/ML,Analytics,B2B,Robotics,2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, Robotics",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Scailyte,AI/ML,WealthTech,B2B,Venture Capital,2022,6.0M CHF,Series A,Series A,,Switzerland,,,,,
Composite,Unknown,Payments,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nanolive,Unknown,,Unknown,"TypeScript, Venture Capital",2022,2.2M USD,Series C,Series C,,Switzerland,,,,,
Avelo,HEALTHCARE,MedTech,B2B,Healthtech,2022,2.2M CHF,Funding Round,Series A,,Switzerland,,,,,
Versantis,HEALTHCARE,Drug Discovery,Unknown,"Healthtech, TypeScript",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
RigiTech,AI/ML,AI/ML,B2B,"Logistics, Robotics, TypeScript",2022,,Seed,Seed,Accel,Switzerland,,,,,
Agrotech,AI/ML,AI/ML,B2B,Venture Capital,2022,,Seed,Seed,,Switzerland,,,,,
Fixposition,Unknown,Payments,Unknown,"TypeScript, Venture Capital",2022,,Seed,Seed,,Switzerland,,,,,
Flyability,MOBILITY,Electric Vehicles,Unknown,Robotics,2022,15.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
CTsystems,Unknown,Payments,Unknown,TypeScript,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Cultivated,AI/ML,AI/ML,B2B,TypeScript,2022,1.5M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Planted,Unknown,,Unknown,Venture Capital,2022,70.0M CHF,Series B,Series B,,Switzerland,,,,,
Startups,SOFTWARE,Climate Tech,B2B,"AR/VR, Cleantech, E-Commerce",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Yasai,AI/ML,AI/ML,B2B,"AI, Logistics",2022,1.4M EUR,Funding Round,Series A,,Switzerland,,,,,
Sensawear,HEALTHCARE,HealthTech,Unknown,Healthtech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CASUS,AI/ML,AI/ML,B2B,TypeScript,2022,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
SightIn,HEALTHCARE,SaaS,B2B,"AI, SaaS",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Zippsafe,Unknown,,Unknown,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Startup,HEALTHCARE,Drug Discovery,B2B,"Cleantech, Mobility, SaaS",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
WattAnyWhere,CLEANTECH,Electric Vehicles,B2B,"Biotech, Cleantech, Mobility, TypeScript, Venture Capital",2022,1.3M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Corintis,Unknown,,Unknown,Biotech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,Drug Discovery,B2B,"AI, Cleantech",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Ava,HEALTHCARE,Digital Health,Unknown,TypeScript,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
VISENSE,AI/ML,Enterprise Software,B2B,Manufacturing,2022,750.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
Colorectal,SOFTWARE,Drug Discovery,B2B,,2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
BLKB,FINTECH,Payments,B2B,"Fintech, TypeScript",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
FimmCyte,Unknown,,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Technology,MOBILITY,Electric Vehicles,Unknown,"Mobility, TypeScript",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Akina,AI/ML,Drug Discovery,B2B,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,Unknown,Cleantech,2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NextImmune,MOBILITY,Drug Discovery,Unknown,Biotech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,CLEANTECH,Drug Discovery,B2B,"AR/VR, Manufacturing",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Avelo,MOBILITY,Electric Vehicles,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Imverse,AI/ML,AI/ML,B2B,AR/VR,2022,4.8M USD,Undisclosed,Series B,,Switzerland,,,,,
NMRbased,SOFTWARE,SaaS,B2B,"IoT, SaaS",2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Almer,MOBILITY,Electric Vehicles,Unknown,AR/VR,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Biosimo,AI/ML,AI/ML,B2B,"Cleantech, Logistics",2022,150.0K CHF,Undisclosed,Seed,UBS,Switzerland,,,,,
BioVersys,HEALTHCARE,Electric Vehicles,Unknown,,2022,24.2M CHF,Funding Round,Series C,,Switzerland,,,,,
Invasight,AI/ML,AI/ML,B2B,,2022,4.5M CHF,Seed,Seed,"Accel, UBS",Switzerland,,,,,
Lumendo,Unknown,WealthTech,Unknown,,2022,,Funding Round,Early Stage,UBS,Switzerland,,,,,
Startups,SOFTWARE,Medical Devices,B2B,SaaS,2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Alithea,AI/ML,Biotech,B2B,"Biotech, Scalable",2022,1.0M CHF,Seed,Seed,,Switzerland,,,,,
EPFL,Unknown,,Unknown,,2022,1.2M CHF,Undisclosed,Series A,Innosuisse,Switzerland,,,,,
Koa,AI/ML,AI/ML,B2B,,2022,10.0M USD,Undisclosed,Series C,,Switzerland,,,,,
Isochronic,SOFTWARE,Electric Vehicles,B2B,"Manufacturing, Robotics",2022,2.0M CHF,Seed,Seed,,Switzerland,,,,,
Startups,FINTECH,Drug Discovery,B2B,Fintech,2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
InfraScreen,CLEANTECH,Climate Tech,B2B,Cleantech,2022,1.5M USD,Undisclosed,Series A,,Switzerland,,,,,
Startups,MOBILITY,Drug Discovery,Unknown,Mobility,2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Artiria,HEALTHCARE,AI/ML,Unknown,TypeScript,2022,3.8M CHF,Undisclosed,Series B,,Switzerland,,,,,
Medical,HEALTHCARE,Digital Health,Unknown,Venture Capital,2022,3.0M CHF,Seed,Seed,,Switzerland,,,,,
Bcomp,MOBILITY,Electric Vehicles,Unknown,"Mobility, Venture Capital",2022,32.0M CHF,Series B,Series B,,Switzerland,,,,,
Climeworks,AI/ML,AI/ML,B2B,,2022,600.0M CHF,Funding Round,Growth,Accel,Switzerland,,,,,
Neurosoft,Unknown,,Unknown,,2022,3.0M USD,Funding Round,Series B,,Switzerland,,,,,
Nanolive,Unknown,,Unknown,Venture Capital,2022,20.0M USD,Series C,Series C,,Switzerland,,,,,
Altoida,SOFTWARE,SaaS,B2B,"AI, SaaS, TypeScript, Venture Capital",2022,20.3M USD,Series A,Series A,,Switzerland,,,,,
Novel,CLEANTECH,Renewable Energy,B2B,"Cleantech, Go-to-Market",2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Luya,Unknown,Biotech,Unknown,"Biotech, TypeScript",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"IoT, SaaS",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Groam,AI/ML,AI/ML,B2B,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Plastogaz,Unknown,WealthTech,Unknown,,2022,,Funding Round,Early Stage,,Switzerland,,,,,
Neural,AI/ML,AI/ML,B2B,"Manufacturing, Venture Capital",2022,9.1M USD,Series A,Series A,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,"AI, Healthtech, SaaS",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
FGen,SOFTWARE,SaaS,B2B,"SaaS, TypeScript",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Daphne,AI/ML,AI/ML,B2B,,2022,4.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Scewo,AI/ML,AI/ML,B2B,,2022,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Sleepiz,AI/ML,AI/ML,B2B,"TypeScript, Venture Capital",2022,6.0K CHF,Series A,Series A,,Switzerland,,,,,
Industrielle,Unknown,,Unknown,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Retailer,AI/ML,AI/ML,B2C,AI,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
MindMaze,Unknown,,Unknown,TypeScript,2022,105.0M USD,Funding Round,Growth,Accel,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"Cleantech, Manufacturing, SaaS, Scalable",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Scrona,AI/ML,AI/ML,B2B,AR/VR,2022,9.6M USD,Undisclosed,Series B,,Switzerland,,,,,
Adaptyv,AI/ML,Analytics,B2B,Biotech,2022,2.5M USD,Undisclosed,Series A,,Switzerland,,,,,
HAYA,Unknown,,Unknown,,2022,5.0M USD,Seed,Seed,Humboldt Fund,Switzerland,,,,,
Scandit,AI/ML,AI/ML,B2B,TypeScript,2022,150.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Scale,AI/ML,AI/ML,B2B,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
KOMPACT,MOBILITY,WealthTech,Unknown,,2022,,Funding Round,Early Stage,,Switzerland,,,,,
Galventa,Unknown,,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Distalmotion,AI/ML,Medical Devices,B2B,Robotics,2022,90.0M USD,Undisclosed,Growth,Accel,Switzerland,,,,,
Sensemodi,HEALTHCARE,HealthTech,Unknown,Healthtech,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,Payments,B2B,,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Oncobit,Unknown,,Unknown,,2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
SoHHytec,AI/ML,AI/ML,B2B,"Cleantech, Venture Capital",2022,,Seed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,Biotech,B2B,"Biotech, Cleantech, Go-to-Market, SaaS, TypeScript",2022,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
