Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
Startups,HEALTHCARE,Drug Discovery,B2B,"Biotech, Healthtech, Manufacturing, Robotics",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
RoomPriceGenie,Unknown,Biotech,Unknown,Biotech,2025,75.0M USD,Funding Round,Growth,Accel,Switzerland,,,,,
OptimalPSI,HEALTHCARE,Medical Devices,Unknown,"Healthtech, TypeScript",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
BioVersys,Unknown,,Unknown,,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
Scanvio,AI/ML,AI/ML,B2B,TypeScript,2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
SAEKI,AI/ML,Crypto,B2B,"AI, Blockchain, Manufacturing",2025,6.7M USD,Undisclosed,Series B,,Switzerland,,,,,
Sylvester,SOFTWARE,SaaS,B2B,"AI, Analytics, SaaS, Venture Capital",2025,7.5M USD,Series A,Series A,,Switzerland,,,,,
Akina,AI/ML,Drug Discovery,B2B,"AI, IoT",2025,2.8M CHF,Undisclosed,Series A,,Switzerland,,,,,
Lightium,AI/ML,Analytics,B2B,,2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
VRbased,SOFTWARE,SaaS,B2C,SaaS,2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,AI/ML,Medical Devices,B2B,"AI, Cybersecurity",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Oxyle,Unknown,,Unknown,,2025,16.0M USD,Undisclosed,Series C,,Switzerland,,,,,
Helix,AI/ML,Electric Vehicles,B2B,Robotics,2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
BioVersys,Unknown,,Unknown,TypeScript,2025,36.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Voltiris,CLEANTECH,Climate Tech,B2B,,2025,4.8M CHF,Seed,Seed,Accel,Switzerland,,,,,
Invested,AI/ML,AI/ML,B2B,,2025,9.0B CHF,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
EBAMed,Unknown,,Unknown,Venture Capital,2025,1.6M EUR,Series A,Series A,,Switzerland,,,,,
Startups,AI/ML,Analytics,B2B,"AI, Robotics",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
SolidWatts,INDUSTRIALS,Manufacturing,B2B,"Manufacturing, TypeScript, Venture Capital",2025,850.0K EUR,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Swiss,HEALTHCARE,Biotech,Unknown,"Biotech, IoT",2025,,Undisclosed,Early Stage,,Switzerland,,,,,
PreSeed,CLEANTECH,Climate Tech,B2B,,2025,1.3M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Daphne,Unknown,Climate Tech,Unknown,Cleantech,2025,6.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Borobotics,ROBOTICS,Industrial Robotics,B2B,Robotics,2025,1.3M CHF,Undisclosed,Series A,Accel,Switzerland,,,,,
EVIIVE,HEALTHCARE,Drug Discovery,Unknown,"Healthtech, TypeScript",2024,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Actival,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Swiss,AI/ML,AI/ML,B2B,TypeScript,2024,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,"AI, Biotech, Healthtech",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
AIdriven,AI/ML,AI/ML,B2B,"AI, Manufacturing, Robotics, TypeScript",2024,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Neuria,HEALTHCARE,Digital Health,Unknown,Healthtech,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Insight,MOBILITY,Electric Vehicles,Unknown,Healthtech,2024,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Deep,AI/ML,AI/ML,B2B,,2024,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
BLEEDnFIRE,HEALTHCARE,Drug Discovery,Unknown,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Swiss,AGTECH,Precision Agriculture,B2B,"Scalable, Venture Capital",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Lichtsteiner,HEALTHCARE,Digital Health,Unknown,,2024,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,SaaS,2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
KITRO,AI/ML,Circular Economy,B2B,TypeScript,2024,,Funding Round,Early Stage,,Switzerland,,,,,
Splint,Unknown,,Unknown,,2024,2.5M CHF,Funding Round,Series A,,Switzerland,,,,,
CALDRE,HEALTHCARE,Drug Discovery,Unknown,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Oncobit,Unknown,,Unknown,Venture Capital,2024,1.47M CHF,Series A,Series A,,Switzerland,,,,,
Grensol,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Spectroplast,Unknown,,Unknown,"AR/VR, Venture Capital",2024,,Series A,Series A,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, Cleantech",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
InSphero,Unknown,,Unknown,AR/VR,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Nanoleq,HEALTHCARE,Electric Vehicles,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Almer,INDUSTRIALS,HealthTech,B2B,"Healthtech, Manufacturing",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Shape,HEALTHCARE,Drug Discovery,Unknown,TypeScript,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nerai,AI/ML,AI/ML,B2B,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Ionic,AI/ML,Analytics,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CellX,AI/ML,Circular Economy,B2B,TypeScript,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
FDA,ROBOTICS,Medical Devices,B2B,"Robotics, TypeScript",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
WasteFlow,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Sentinus,AI/ML,AI/ML,B2B,TypeScript,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2C,"Cleantech, SaaS, TypeScript",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Circular Economy,Unknown,"Biotech, Logistics",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ONWARD,HEALTHCARE,Digital Health,Unknown,,2024,50.0M EUR,Undisclosed,Growth,,Switzerland,,,,,
Optiverse,AI/ML,AI/ML,B2B,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Sallea,Unknown,,Unknown,"AR/VR, Venture Capital",2024,2.6M USD,Pre-Seed,Pre-Seed,Accel,Switzerland,,,,,
Ikerian,AI/ML,AI/ML,B2B,"AI, Venture Capital",2024,8.0M USD,Series B,Series B,,Switzerland,,,,,
RTDT,AI/ML,AI/ML,B2B,Mobility,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Lymphatica,HEALTHCARE,MedTech,Unknown,"EdTech, Venture Capital",2024,17.9M EUR,Series B,Series B,,Switzerland,,,,,
Eldico,Unknown,,Unknown,,2024,,Funding Round,Early Stage,,Switzerland,,,,,
Lighthouse,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Voliro,AI/ML,AI/ML,B2B,"Manufacturing, Robotics, Venture Capital",2024,12.0M USD,Series A,Series A,,Switzerland,,,,,
TranslationX,AI/ML,AI/ML,B2B,TypeScript,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Luya,AI/ML,AI/ML,B2B,,2024,5.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
TOP,AI/ML,Payments,B2B,,2024,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Synple,Unknown,Drug Discovery,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,"AI, Healthtech, Manufacturing, Robotics, SaaS, TypeScript",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ValTech,HEALTHCARE,Digital Health,Unknown,"Biotech, Healthtech, TypeScript",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Lightium,AI/ML,Analytics,B2B,"AI, Manufacturing",2024,7.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Perovskia,AI/ML,AI/ML,B2B,"Cleantech, TypeScript",2024,2.4M USD,Funding Round,Series A,,Switzerland,,,,,
Rrreefs,Unknown,,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Almer,Unknown,,Unknown,,2024,3.0M USD,Funding Round,Series B,VI Partners,Switzerland,,,,,
Abrinca,AI/ML,Biotech,B2B,Biotech,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Distalmotion,ROBOTICS,Medical Devices,B2B,Robotics,2024,,Funding Round,Early Stage,Accel,Switzerland,,,,,
Bioversys,HEALTHCARE,MedTech,Unknown,Healthtech,2024,6.0M USD,Funding Round,Series B,,Switzerland,,,,,
CREAL,Unknown,,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
HAYA,HEALTHCARE,Drug Discovery,B2B,"Biotech, SaaS",2024,1.0B USD,Undisclosed,Growth,,Switzerland,,,,,
Startups,FINTECH,Crypto,B2B,"AI, Biotech, Blockchain",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Nunuai,AI/ML,AI/ML,B2B,"AI, Venture Capital",2024,2.0M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Swiss,AI/ML,Analytics,B2B,,2024,1.6M CHF,Undisclosed,Series A,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"Biotech, Healthtech, IoT, SaaS",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Octotronic,Unknown,,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
GraphEnergyTech,CLEANTECH,Renewable Energy,B2B,Cleantech,2024,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Building,AI/ML,AI/ML,B2B,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
DemoSquare,AI/ML,AI/ML,B2B,"AI, Venture Capital",2024,1.2M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
NematX,INDUSTRIALS,Manufacturing,B2B,"AR/VR, Manufacturing",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Regenosca,Unknown,Medical Devices,Unknown,"Logistics, TypeScript, Venture Capital",2024,1.0M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Flink,AI/ML,Industrial Robotics,B2B,"Biotech, Manufacturing, Robotics, TypeScript",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Amporin,HEALTHCARE,Drug Discovery,Unknown,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,CLEANTECH,RegTech,B2B,"AR/VR, Biotech, Cleantech, IoT",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
BTRY,AI/ML,Crypto,B2B,Blockchain,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Similarweb,SOFTWARE,SaaS,B2B,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
WattAnyWhere,Unknown,,Unknown,,2024,2.2M CHF,Seed,Seed,,Switzerland,,,,,
ETH,Unknown,Drug Discovery,Unknown,Venture Capital,2024,1.8M CHF,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,AI/ML,Unknown,"Healthtech, Manufacturing, TypeScript",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Calico,HEALTHCARE,Drug Discovery,Unknown,"Go-to-Market, Healthtech, TypeScript",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
NXI,HEALTHCARE,Drug Discovery,Unknown,,2024,3.5M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
DeepJudge,MOBILITY,Electric Vehicles,Unknown,,2024,10.7M USD,Seed,Seed,UBS,Switzerland,,,,,
IMAI,AI/ML,AI/ML,B2B,"AI, Healthtech",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Rivia,HEALTHCARE,Drug Discovery,Unknown,"Biotech, IoT, Venture Capital",2024,3.0M EUR,Seed,Seed,,Switzerland,,,,,
Sensars,MOBILITY,Electric Vehicles,Unknown,,2024,1.1M EUR,Funding Round,Series A,,Switzerland,,,,,
EMPath,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Analytics,B2C,"AI, E-Commerce, IoT, Robotics",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Swiss,FINTECH,Payments,B2B,"Fintech, Venture Capital",2024,2.5M CHF,Seed,Seed,,Switzerland,,,,,
Microcaps,Unknown,Manufacturing,Unknown,"Manufacturing, Venture Capital",2024,9.3M CHF,Series A,Series A,,Switzerland,,,,,
Synthara,SOFTWARE,AI/ML,B2B,"AI, IoT",2024,11.0M USD,Undisclosed,Series C,,Switzerland,,,,,
Neural,SOFTWARE,SaaS,B2B,"AI, AR/VR, EdTech, SaaS, TypeScript, Venture Capital",2024,27.0M USD,Series B,Series B,Accel,Switzerland,,,,,
Orio,HEALTHCARE,Drug Discovery,Unknown,"Biotech, Blockchain",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,Unknown,"Healthtech, Robotics",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
DemoSquare,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
DAAV,MOBILITY,Electric Vehicles,Unknown,"Mobility, TypeScript",2024,1.0M CHF,Funding Round,Series A,,Switzerland,,,,,
Startups,AI/ML,Drug Discovery,B2B,"AI, Cleantech",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Limula,INDUSTRIALS,Drug Discovery,B2B,"Biotech, Manufacturing",2024,6.8M USD,Undisclosed,Series B,,Switzerland,,,,,
Correntics,CLEANTECH,Climate Tech,B2B,,2024,1.5M EUR,Undisclosed,Series A,,Switzerland,,,,,
Cowa,Unknown,WealthTech,Unknown,,2024,1.9M CHF,Funding Round,Series A,,Switzerland,,,,,
Eightinks,AI/ML,AI/ML,B2B,,2024,3.0M EUR,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Lightium,Unknown,,Unknown,,2024,2.67M CHF,Undisclosed,Series A,"Accel, Innosuisse",Switzerland,,,,,
Climeworks,AI/ML,AI/ML,B2B,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Viventis,MOBILITY,Electric Vehicles,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,MOBILITY,Drug Discovery,Unknown,Venture Capital,2024,12.3M CHF,Series C,Series C,,Switzerland,,,,,
Big,HEALTHCARE,Digital Health,Unknown,,2024,6.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Ikerian,HEALTHCARE,AI/ML,Unknown,"AI, Venture Capital",2024,6.18M USD,Series A,Series A,,Switzerland,,,,,
EPFL,AI/ML,AI/ML,B2B,AI,2024,850.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
Oxara,Unknown,,Unknown,Venture Capital,2024,,Series A,Series A,,Switzerland,,,,,
AI,AI/ML,Drug Discovery,B2B,AI,2024,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Circular Economy,B2C,"E-Commerce, Go-to-Market",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
AlpinaSana,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Isospec,HEALTHCARE,Medical Devices,Unknown,Healthtech,2024,1.9M USD,Undisclosed,Series A,,Switzerland,,,,,
Bcomp,Unknown,WealthTech,Unknown,"Go-to-Market, Venture Capital",2024,36.0M CHF,Series C,Series C,Accel,Switzerland,,,,,
Bayer,HEALTHCARE,AI/ML,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Tandem,HEALTHCARE,Drug Discovery,Unknown,,2024,,Undisclosed,Early Stage,Accel,Switzerland,,,,,
Kidemis,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Supertext,AI/ML,AI/ML,B2B,AI,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Volumina,HEALTHCARE,MedTech,Unknown,"Healthtech, TypeScript",2024,21.0M USD,Funding Round,Series C,,Switzerland,,,,,
AIassisted,SOFTWARE,SaaS,B2B,"AI, Biotech, SaaS",2024,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Hemotune,Unknown,,Unknown,Venture Capital,2024,14.0M CHF,Series B2,Series B,,Switzerland,,,,,
Startups,HEALTHCARE,Electric Vehicles,Unknown,"AR/VR, IoT",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
DPhi,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ONWARD,HEALTHCARE,AI/ML,Unknown,TypeScript,2024,20.0M EUR,Undisclosed,Series C,,Switzerland,,,,,
Startups,AI/ML,Medical Devices,B2B,TypeScript,2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Swiss,MOBILITY,Electric Vehicles,Unknown,,2024,5.5M USD,Undisclosed,Series B,,Switzerland,,,,,
ETH,AI/ML,AI/ML,B2B,"Biotech, TypeScript",2024,420.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
OBaris,AI/ML,Drug Discovery,B2B,Logistics,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CustomSurg,AI/ML,WealthTech,B2B,AI,2024,,Seed,Seed,,Switzerland,,,,,
Alithea,HEALTHCARE,Biotech,Unknown,"Biotech, IoT",2024,2.8M CHF,Seed,Seed,,Switzerland,,,,,
Cotierra,CLEANTECH,Climate Tech,B2B,"Cleantech, Venture Capital",2024,1.0M USD,Pre-Seed,Pre-Seed,UBS,Switzerland,,,,,
ETH,MOBILITY,Electric Vehicles,Unknown,Venture Capital,2024,3.8M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Locatee,Unknown,Analytics,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Cultivated,AI/ML,AI/ML,B2B,TypeScript,2024,5.0M USD,Undisclosed,Series B,Accel,Switzerland,,,,,
FimmCyte,Unknown,WealthTech,Unknown,,2024,1.0M CHF,Funding Round,Series A,,Switzerland,,,,,
Artiria,HEALTHCARE,Digital Health,Unknown,,2024,6.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Pace,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,Manufacturing,2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NovoViz,AI/ML,AI/ML,B2B,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Logmind,SOFTWARE,SaaS,B2B,SaaS,2024,,Seed,Seed,,Switzerland,,,,,
InterAx,HEALTHCARE,Drug Discovery,B2B,"AI, Biotech, IoT, SaaS",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, Healthtech, IoT, Robotics",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
MeduSoil,Unknown,Biotech,Unknown,Biotech,2024,5.2M CHF,Funding Round,Series B,,Switzerland,,,,,
Venturelabs,Unknown,,Unknown,,2024,,Undisclosed,Early Stage,Venturelab,Switzerland,,,,,
AeroSpec,HEALTHCARE,AI/ML,Unknown,TypeScript,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Invested,AI/ML,AI/ML,B2B,,2024,8.0B CHF,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
CO2,HEALTHCARE,Medical Devices,Unknown,"AI, Cleantech, Healthtech, Robotics",2024,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,"Cleantech, SaaS, TypeScript",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
FluoSpheras,MOBILITY,Drug Discovery,Unknown,,2024,1.1M CHF,Undisclosed,Series A,Innosuisse,Switzerland,,,,,
EraCal,FINTECH,Drug Discovery,B2B,Fintech,2024,235.0M EUR,Undisclosed,Growth,,Switzerland,,,,,
Startups,SOFTWARE,Biotech,B2B,"AI, AR/VR, Biotech, Manufacturing, SaaS",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Fondation,AI/ML,AI/ML,B2B,TypeScript,2024,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Odne,HEALTHCARE,WealthTech,Unknown,,2024,,Funding Round,Early Stage,Accel,Switzerland,,,,,
Tune,MOBILITY,Electric Vehicles,Unknown,Cybersecurity,2024,1.8M EUR,Undisclosed,Series A,,Switzerland,,,,,
Sevensense,MOBILITY,Electric Vehicles,Unknown,TypeScript,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Enerdrape,Unknown,,Unknown,Venture Capital,2024,1.3M CHF,Seed,Seed,,Switzerland,,,,,
Kickfund,AI/ML,Electric Vehicles,B2B,TypeScript,2024,70.0M CHF,Undisclosed,Growth,,Switzerland,,,,,
Scailyte,HEALTHCARE,Biotech,Unknown,"Biotech, Healthtech, IoT, TypeScript, Venture Capital",2024,8.0M USD,Series A,Series A,,Switzerland,,,,,
Scewo,AI/ML,AI/ML,B2B,Venture Capital,2023,9.2M CHF,Series A,Series A,Accel,Switzerland,,,,,
Procavea,HEALTHCARE,Drug Discovery,B2B,"Biotech, IoT, Logistics, SaaS, TypeScript",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, Healthtech",2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Swiss,HEALTHCARE,Medical Devices,Unknown,"Biotech, Healthtech, IoT",2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Planeto,AI/ML,AI/ML,B2B,Cleantech,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Avelo,MOBILITY,Electric Vehicles,Unknown,Healthtech,2023,1.5M CHF,Undisclosed,Series A,Innosuisse,Switzerland,,,,,
CompPair,AI/ML,Payments,B2B,,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Aesyra,Unknown,,Unknown,TypeScript,2023,3.0M USD,Funding Round,Series B,,Switzerland,,,,,
REMA,CLEANTECH,Manufacturing,B2B,Manufacturing,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Koa,AI/ML,AI/ML,B2B,"Go-to-Market, Venture Capital",2023,15.0M USD,Series B,Series B,,Switzerland,,,,,
Scailyte,AI/ML,AI/ML,B2B,Venture Capital,2023,8.0M USD,Series A,Series A,Accel,Switzerland,,,,,
QualySense,AI/ML,AI/ML,B2B,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Impossible,MOBILITY,Payments,Unknown,TypeScript,2023,2.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
RefFIT,MOBILITY,Electric Vehicles,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,"AI, Cleantech, Healthtech, Mobility, Robotics",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Secures,AI/ML,AI/ML,B2B,"AI, Mobility",2023,1.2M CHF,Undisclosed,Series A,,Switzerland,,,,,
Transcality,Unknown,,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Pregnolia,MOBILITY,WealthTech,Unknown,Healthtech,2023,2.2M CHF,Funding Round,Series A,,Switzerland,,,,,
Chiral,Unknown,Manufacturing,Unknown,Manufacturing,2023,150.0K CHF,Undisclosed,Seed,Accel,Switzerland,,,,,
Palto,HEALTHCARE,Drug Discovery,Unknown,Biotech,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,CLEANTECH,Electric Vehicles,B2B,"Biotech, Healthtech",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,Healthtech,2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Avelo,MOBILITY,Electric Vehicles,Unknown,Healthtech,2023,1.5M EUR,Undisclosed,Series A,,Switzerland,,,,,
Akina,AI/ML,AI/ML,B2B,,2023,1.0M CHF,Funding Round,Series A,Innosuisse,Switzerland,,,,,
Ascento,ROBOTICS,Autonomous,B2B,"Cybersecurity, Mobility",2023,150.0K CHF,Undisclosed,Seed,Accel,Switzerland,,,,,
Cutaneous,SOFTWARE,Drug Discovery,B2B,SaaS,2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Investment,HEALTHCARE,Drug Discovery,Unknown,"Biotech, IoT, TypeScript",2023,,Funding Round,Early Stage,,Switzerland,,,,,
Collaborative,AI/ML,AI/ML,B2B,,2023,,Funding Round,Early Stage,Innosuisse,Switzerland,,,,,
Economic,AI/ML,AI/ML,B2B,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Access,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
MIRO,Unknown,Medical Devices,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Bota,ROBOTICS,Industrial Robotics,B2B,"IoT, Robotics, Venture Capital",2023,2.5M USD,Seed,Seed,,Switzerland,,,,,
HeroSupport,HEALTHCARE,Medical Devices,Unknown,Healthtech,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nagi,MOBILITY,Biotech,Unknown,"Biotech, Venture Capital",2023,12.4M CHF,Series A,Series A,,Switzerland,,,,,
Transforming,AI/ML,Analytics,B2B,,2023,3.4M USD,Undisclosed,Series B,,Switzerland,,,,,
AIbased,AI/ML,AI/ML,B2B,"AI, Mobility, Robotics, TypeScript",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TOP,AI/ML,Payments,B2B,,2023,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Startups,HEALTHCARE,RegTech,Unknown,"AI, Healthtech, Logistics",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Tethys,ROBOTICS,Industrial Robotics,B2B,Robotics,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Haelixa,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Swiss,AI/ML,AI/ML,B2B,"Cybersecurity, Mobility, Robotics",2023,4.3M USD,Undisclosed,Series B,,Switzerland,,,,,
