job_title,mbi_profil,company,location,veroeffentlicht_am,url,quelle,Fachkompetenz_Score,Sozialkompetenz_Score,Methodenkompetenz_Score,Personalkompetenz_Score,Fachdetail_Score,FK_Waren_Produktkenntnisse,FK_Komplexe_Fertigkeiten,FK_Fremdsprachen,FK_Fuehrerschein,FK_Auslandserfahrung,FK_Vertriebserfahrung,FK_Projekterfahrung,FK_EDV_Kenntnisse,FK_Berufsausbildung,FK_Branchenerfahrung,FD_Python,FD_Java,FD_JavaScript_TypeScript,FD_CSharp,FD_SQL,FD_R_Statistik,FD_HTML_CSS,FD_PHP_Ruby_andere,FD_Cloud_AWS_Azure_GCP,FD_Docker_Kubernetes,FD_DevOps_CICD,FD_Data_Science_ML,FD_AI_KI,FD_NLP_LLM,FD_Data_Analysis_BI,FD_Data_Engineering_ETL,FD_SAP,FD_Salesforce,FD_ERP,FD_CRM,FD_MS_Office,FD_Jira_Confluence,FD_Cyber_Security,FD_Datenschutz_DSGVO,FD_UX_UI_Design,FD_API_Webentwicklung,FD_Scraping_Automatisierung,FD_Agile_Scrum,FD_Berufserfahrung_Jahre,SK_Kooperationsfaehigkeit,SK_Verhandlungsgeschick,SK_Durchsetzungsvermoegen,SK_Kritikfaehigkeit,SK_Teamfaehigkeit,SK_Hilfsbereitschaft,SK_Fairness,SK_Kundenorientierung,SK_Vorurteilsfreiheit,SK_Respekt,MK_Konzeptionelle_Staerke,MK_Effektives_Arbeiten,MK_Projektmanagement,MK_Strategieentwicklung,MK_Praesentation,MK_Selbstmanagement,MK_Moderationstechnik,MK_Koordination,MK_Kreatives_Denken,MK_Stressmanagement,PK_Ausstrahlung_Charisma,PK_Aufgeschlossenheit,PK_Unternehmerisches_Denken,PK_Menschenkenntnis,PK_Empathie,PK_Auffassungsgabe,PK_Motivation,PK_Interesse,PK_Belastbarkeit,PK_Entschlossenheit
Leiter/in Strategie & Geschäftsentwicklung,Transforming & Managing Digital Business,Gebr. Knecht AG,"Windisch, AG",,https://ch.indeed.com/viewjob?jk=df2205b784d60bf8,indeed,3,1,5,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1
INTERN (M/F/D) PRODUCT INNOVATION AND QUALITY CONTROL,Start-up & Scale-up Entrepreneurship,FenX AG,"Turgi, AG",,https://ch.indeed.com/viewjob?jk=ff941386dc66dfe4,indeed,4,2,2,2,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
IT Support/System Administrator,Technology Solution Architect,Fogbyte GmbH,"4800 Zofingen, AG",,https://ch.indeed.com/viewjob?jk=2eaf92322b6a1e90,indeed,4,3,1,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Projektleiter/in Organisationsentwicklung (Junior) 60-80%,Transforming & Managing Digital Business,Stiftung Heilsarmee Schweiz,Bern,2026-03-18 09:33:45+00:00,https://www.jobs.ch/de/stellenangebote/detail/e437b9aa-6992-43fb-9eb3-a42347fdc518/,jobs.ch,2,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Product- & Innovation-Manager, 100%",Start-up & Scale-up Entrepreneurship,Rigips AG,Baden,2026-03-18 15:34:34+00:00,https://www.jobs.ch/de/stellenangebote/detail/ce083e69-9d12-4c80-92cf-cbb35da4d8ba/,jobs.ch,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Senior Sales / Business Development (m/w) - Health & Benefits Schweiz,Business Development,WTW (Willis Towers Watson GmbH) (DE),Zürich,2026-03-27 10:04:29+00:00,https://www.jobs.ch/de/stellenangebote/detail/bb4df02c-eac3-43a4-9d42-ba009dae60dd/,jobs.ch,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Digital Manager Programmatic (m/w/d),Digital Channel & CRM,WPP Media,Zürich,2026-03-26 16:02:42+00:00,https://www.jobs.ch/de/stellenangebote/detail/f2ac85bf-2e93-489b-866c-ccc0b9ce4141/,jobs.ch,6,3,2,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst (w/m/d),Transforming & Managing Digital Business,Metrohm AG,Herisau,2026-03-14 13:23:07+00:00,https://www.jobs.ch/de/stellenangebote/detail/a9f1a1d9-0cbd-437c-9597-a01b14a36d2e/,jobs.ch,5,1,4,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Nachwuchsführungskraft / Trainee Kundendienstleiter (m/w/d),Digital Channel & CRM,XLCH AG,Rothrist,2026-03-11 15:40:29+00:00,https://www.jobs.ch/de/stellenangebote/detail/153b3b5b-07c0-4833-bdd6-b421fe477320/,jobs.ch,3,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Operations & Controlling Trainee (m/w/d),Supply Chain & Operations Management,Thommen Services AG,Kaiseraugst,2026-03-03 04:02:54+00:00,https://www.jobs.ch/de/stellenangebote/detail/5b6bc5dc-3269-49b0-9d49-c2ff5fd327a5/,jobs.ch,2,0,2,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Junior Intelligence Analyst/in 100%,Transforming & Managing Digital Business,system 360 AG,Luzern,2026-02-24 09:30:56+00:00,https://www.jobs.ch/de/stellenangebote/detail/338e8b66-fddf-437f-bc92-c85459e9944d/,jobs.ch,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professor:in in Maschinenelemente mit der Schwerpunktleitung Product Development am Institut IPP 80 - 100 %,Start-up & Scale-up Entrepreneurship,Zürcher Hochschule für Angewandte Wissenschaften,Winterthur,2026-03-20 03:02:49+00:00,https://www.jobs.ch/de/stellenangebote/detail/8c04122f-84f5-4182-8df6-4721941cf06b/,jobs.ch,5,2,2,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business- & Data-Analyst:in BVG / Systemmigration (80-100%),Technology Solution Architect,PFS Pension Fund Services AG,Glattbrugg,2026-03-07 17:20:45+00:00,https://www.jobs.ch/de/stellenangebote/detail/f99065c7-265a-42d0-9f45-f4a1a92e8239/,jobs.ch,5,0,3,2,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Business Analyst/Requirements Engineer (m/w) 60-100% in Bern,Transforming & Managing Digital Business,e3 AG,Bern,2026-03-03 09:13:04+00:00,https://www.jobs.ch/de/stellenangebote/detail/8c7259f2-1511-4c96-82e1-d4a870e62c92/,jobs.ch,4,2,2,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Associate Innovation Director Premix CREAAS,Start-up & Scale-up Entrepreneurship,DSM Nutritional Products AG,Kaiseraugst,2026-03-11 13:03:14+00:00,https://www.jobs.ch/de/stellenangebote/detail/5a034525-d203-4dc2-b143-868a3b1c6678/,jobs.ch,2,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Senior Manager HealthCare Transformation (m/w/d),Transforming & Managing Digital Business,Corealis Consulting AG,Zürich,2026-03-04 10:57:49+00:00,https://www.jobs.ch/de/stellenangebote/detail/48cadf22-e6ff-42c7-9adb-32ee39b73a55/,jobs.ch,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Manager International Partner Development – Europe (w/m/d),Business Development,Vertec AG,Zürich,2026-03-24 15:20:42+00:00,https://www.jobs.ch/de/stellenangebote/detail/2b00299a-8504-41b8-895d-1ee93d767cb1/,jobs.ch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P&C End-to-End Business Analyst (m/w/d) 70 - 100%,Transforming & Managing Digital Business,Zürich Versicherungs-Gesellschaft AG / Zurich Insurance Company Ltd / Zurich Compagnie d'Assurances SA,CH - Zürich,2026-03-11 09:32:33+00:00,https://www.jobs.ch/de/stellenangebote/detail/4d92c6c8-c06a-418a-88fa-bc4395cddc17/,jobs.ch,2,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst Claims Sumex,Transforming & Managing Digital Business,Centris AG,Solothurn,2026-03-26 14:13:02+00:00,https://www.jobs.ch/de/stellenangebote/detail/d7394a08-8144-4117-a998-9137b615124f/,jobs.ch,2,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Manager Training & Development (w/m/d),Transforming & Managing Digital Business,Digitec Galaxus AG,Wohlen,2026-03-02 14:32:36+00:00,https://www.jobs.ch/de/stellenangebote/detail/fa516185-8b6f-497d-a6e2-8bff5ef89e18/,jobs.ch,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Junior Strategy Assistant (m/w/d),Transforming & Managing Digital Business,Versicherungs-Verband Schweizerischer Transportunternehmungen (VVST) Genossenschaft,Basel,2026-03-23 12:29:05+00:00,https://www.jobs.ch/de/stellenangebote/detail/3432e08c-6231-41c4-9b91-4f3573b5afc7/,jobs.ch,4,0,5,3,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
"Business Analyst (all genders, 80 – 100 %)",Transforming & Managing Digital Business,Consor AG,Zürich,2026-03-16 09:33:34+00:00,https://www.jobs.ch/de/stellenangebote/detail/36000f97-83c9-4a0d-908c-373d64f5be60/,jobs.ch,3,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Produktmanager/in Wirtschaft & Management,Transforming & Managing Digital Business,Kanton St. Gallen,Wil,2026-03-14 09:33:01+00:00,https://www.jobs.ch/de/stellenangebote/detail/1150e516-8274-4e41-aff0-d5531909c747/,jobs.ch,2,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Student UX Researcher (f/m/d) | 20-30% | Hybrid working model | Zurich Switzerland,Digital Channel & CRM,SMG Swiss Marketplace Group AG,Zürich,2026-02-23 10:02:47+00:00,https://www.jobs.ch/de/stellenangebote/detail/6339af98-ed32-481b-a2f4-75e36744cd64/,jobs.ch,2,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fachbereichsleitung Projektmanagement Digitalisierung & IT,Transforming & Managing Digital Business,Stadtspital Zürich,Zürich,2026-03-26 12:34:27+00:00,https://www.jobs.ch/de/stellenangebote/detail/a47ed1d2-8f5d-4ec8-99df-1fa63188dd3f/,jobs.ch,2,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Manager AO Academic Platforms (ID 1953),Transforming & Managing Digital Business,AO Foundation,Zizers,2026-03-19 09:02:37+00:00,https://www.jobs.ch/de/stellenangebote/detail/ccfd210a-1279-41e2-9582-7286ed905815/,jobs.ch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fachspezialist:in Digitale Bildung 80-100%,Transforming & Managing Digital Business,NeoVac ATA AG,Oberriet SG,2026-03-28 11:49:33+00:00,https://www.jobs.ch/de/stellenangebote/detail/4043b0e3-7d92-4746-81c3-cfec4670eb82/,jobs.ch,2,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Customer Experience & Journey Manager:in (a),Digital Channel & CRM,CH Media,Aarau,2026-03-30 16:02:52+00:00,https://www.jobs.ch/de/stellenangebote/detail/5d84e029-1c5f-404a-8f03-9d2b224d5785/,jobs.ch,1,2,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior IT Business Consultant - D365 Finance & Supply Chain Management (m/f/d) 100%,Transforming & Managing Digital Business,SAG Schweiz AG,Dietlikon,2025-11-22 09:57:22+00:00,https://www.jobs.ch/de/stellenangebote/detail/dfdff57f-cff2-44b0-86a5-281de275e3a8/,jobs.ch,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neuer Absolvent Finanzen 100%,Transforming & Managing Digital Business,Medartis AG,Basel,2026-03-27 09:04:13+00:00,https://www.jobs.ch/de/stellenangebote/detail/529e0b01-2ef1-4dc5-85d6-64b6f5e8a1dd/,jobs.ch,3,0,2,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior IT Business Consultant - D365 Finance & Supply Chain Management (m/w/d) 100%,Transforming & Managing Digital Business,SAG Schweiz AG,Dietlikon,2025-11-22 09:56:44+00:00,https://www.jobs.ch/de/stellenangebote/detail/215b7225-e990-4e6c-ba4b-f8a589ca42f2/,jobs.ch,2,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Senior Projektleiter Digitale Plattformen, 80-100% (ID 1956)",Transforming & Managing Digital Business,AO Foundation,Zizers,2026-03-19 08:59:14+00:00,https://www.jobs.ch/de/stellenangebote/detail/2e5eccbd-b1c9-435b-9688-f358429bc0a2/,jobs.ch,3,1,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
JUNIOR PROJEKTLEITUNG,Transforming & Managing Digital Business,Modernlight Production AG,Bern,2026-02-04 10:02:55+00:00,https://www.jobs.ch/de/stellenangebote/detail/3a931b42-7fed-4e65-bfce-3a73b49fbc9c/,jobs.ch,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
ProjektleiterIn Supply Chain & Operations (w/m/d),Supply Chain & Operations Management,Möbel Pfister AG,Suhr,2026-01-23 11:02:25+00:00,https://www.jobs.ch/de/stellenangebote/detail/acf71cb0-042b-42c9-aa82-33c6b0bc6c44/,jobs.ch,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst / Consultant (m/w),Transforming & Managing Digital Business,BSgroup Financial Solutions AG,Zürich,2025-11-21 08:41:28+00:00,https://www.jobs.ch/de/stellenangebote/detail/f02d708a-e5ab-4506-b3e4-33f00264034f/,jobs.ch,4,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trainee Projektmanagement, 40-100% (m/w)",Transforming & Managing Digital Business,cdg Beratungen AG,Opfikon,2026-03-23 09:15:32+00:00,https://www.jobs.ch/de/stellenangebote/detail/5353ccb1-8a43-4f33-96f3-0b6ab643354e/,jobs.ch,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Projektleiter Digital Planen und Bauen (m/w),Transforming & Managing Digital Business,Halter AG,Schlieren,2026-03-06 15:01:55+00:00,https://www.jobs.ch/de/stellenangebote/detail/b1d3d4f7-a604-4de8-81ef-8a01ef5ab7c2/,jobs.ch,3,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
Junior IT-Consultant 80 % – 100 % in Basel,Transforming & Managing Digital Business,APP Unternehmensberatung AG,Basel,2026-03-28 09:34:44+00:00,https://www.jobs.ch/de/stellenangebote/detail/6f0df3a4-c6f4-4666-a482-a57be7c742bc/,jobs.ch,3,1,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Senior ICT Solution Architect SAP,Technology Solution Architect,Zurich Flughafen AG,Flughafen Zürich,2026-03-06 11:02:05+00:00,https://www.jobs.ch/de/stellenangebote/detail/e3946c50-da12-4aec-bb1f-93bca9d893cd/,jobs.ch,4,0,4,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Career Start Junior Audit & Assurance - Industry,Transforming & Managing Digital Business,MAZARS SA,Zürich,2026-02-05 09:41:18+00:00,https://www.jobs.ch/de/stellenangebote/detail/81af2fa6-68a3-4387-9bc0-59a5d8a09995/,jobs.ch,2,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Technischer Business Analyst,Transforming & Managing Digital Business,Avaloq Group AG,Zurich,2026-03-09 08:55:17+00:00,https://www.jobs.ch/de/stellenangebote/detail/1e161722-a24b-46f9-806a-b3a558b6ee7c/,jobs.ch,2,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Junior IT Consultant* SAP Manufacturing,Supply Chain & Operations Management,Concircle Schweiz AG,Winterthur,2026-03-26 23:04:05+00:00,https://www.jobs.ch/de/stellenangebote/detail/92445522-6475-45f5-b728-54cc3ebceba0/,jobs.ch,4,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Programmatic & Digital Media Consultant (w/m/d),Digital Channel & CRM,Farner Consulting AG,Zürich,2026-02-25 08:47:59+00:00,https://www.jobs.ch/de/stellenangebote/detail/2ca03c7d-4dd9-4a1c-b3f8-40c69e5455b4/,jobs.ch,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teamleitung und Experte/in Digitalisierung 80–100%,Transforming & Managing Digital Business,Schweizerischer Apothekerverband (PharmaSuisse),Bern-Liebefeld,2026-02-25 09:17:22+00:00,https://www.jobs.ch/de/stellenangebote/detail/9cabfc41-ee46-40f4-a932-f8db61487ee3/,jobs.ch,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Development Engineer,Transforming & Managing Digital Business,VAT Vakuumventile AG,Haag/Rheintal SG,2026-03-30 17:56:41+00:00,https://www.jobs.ch/de/stellenangebote/detail/1084abe5-2354-475a-90dc-53d0a7598055/,jobs.ch,5,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berater/in Digital Banking (E-Banking/Mobile Banking) 60 - 100 %,Digital Channel & CRM,Valiant Bank AG,Gümligen,2024-05-28 07:38:44+00:00,https://www.jobs.ch/de/stellenangebote/detail/d90cdba0-a362-4a07-a462-ce1ec06d3093/,jobs.ch,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Trainee-/Nachwuchsprogramm für technische Talente (w/m/d),Transforming & Managing Digital Business,Pfiffner Messwandler AG,Hirschthal,2026-01-24 08:55:13+00:00,https://www.jobs.ch/de/stellenangebote/detail/0daea2a7-4b2e-4172-a8a7-8f0a0310b599/,jobs.ch,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
