Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Names,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage,Data_Source
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, Robotics, AR/VR",2021.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Pre-Seed,,,Active,Venturekick
SurgeonsLab,HEALTHCARE,,Unknown,Healthtech,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Synendos,HEALTHCARE,,Unknown,,2021.0,24.0M CHF,Series A,VC Fund,,Switzerland,2021.0,Series A,,,Active,Venturekick
TOP,CLEANTECH,,Unknown,"Cleantech, AR/VR",2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
TYXIT,AI/ML,,Unknown,AI,2021.0,1.1M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
Tinamu,B2B,,B2B,AR/VR,2021.0,2.5M CHF,Seed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Travel,AEROSPACE,,Unknown,"AI, Robotics",2021.0,2.2M USD,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series A,,,Active,Venturekick
Two,B2B,,B2B,AR/VR,2021.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2021.0,Early Stage,,,Active,Venturekick
VAY,B2B,,B2B,,2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
VAY,B2B,,B2B,,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Versics,B2B,,B2B,Analytics,2021.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Seed,,,Active,Venturekick
Virtual,MOBILITY,,Unknown,Mobility,2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
WealthArc,B2B,,B2B,AR/VR,2021.0,4.0M USD,Series A,VC Fund,Venture Kick,Switzerland,2021.0,Series A,,,Active,Venturekick
Xsensio,MOBILITY,,B2B,"AI, SaaS, Mobility, AR/VR",2021.0,4.2M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Series B,,,Active,Venturekick
Zurich,B2B,,B2B,AR/VR,2021.0,,Undisclosed,Accelerator/Grant,,Switzerland,2021.0,Early Stage,,,Active,Venturekick
AMAL,HEALTHCARE,,Unknown,"Biotech, IoT",2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
ARTIRIA,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2020.0,3.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series B,,,Active,Venturekick
AVAtronics,AI/ML,,Unknown,AI,2020.0,1.6M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
Adiposs,B2B,,B2B,"Robotics, AR/VR",2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Alogo,B2B,,B2B,,2020.0,,Funding Round,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Alumn,AI/ML,,Unknown,"AI, AR/VR",2020.0,550.0K CHF,Seed,Accelerator/Grant,Venture Kick,Switzerland,2020.0,Seed,,,Active,Venturekick
Alums,B2B,,B2B,AR/VR,2020.0,,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Annaida,AI/ML,,Unknown,AI,2020.0,1.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
Araris,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, AR/VR",2020.0,15.2M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series C,,,Active,Venturekick
Becomes,AI/ML,,Unknown,AI,2020.0,,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
Beekeeper,B2B,,B2B,,2020.0,10.0M USD,Series B,VC Fund,,Switzerland,2020.0,Series B,,,Active,Venturekick
BioVersys,HEALTHCARE,,Unknown,"Mobility, Healthtech",2020.0,19.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2020.0,Series C,,,Active,Venturekick
Biologics,INDUSTRIALS,,Unknown,"AR/VR, EdTech",2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Bionomous,INDUSTRIALS,,Unknown,Robotics,2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Bloom,CLEANTECH,,Unknown,Cleantech,2020.0,,Seed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Bota,B2B,,B2B,Robotics,2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
COVID19,MOBILITY,,Unknown,"Mobility, Healthtech",2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
CREAL,MOBILITY,,Unknown,Mobility,2020.0,6.5M CHF,Funding Round,Accelerator/Grant,,Switzerland,2020.0,Series B,,,Active,Venturekick
CUTISS,B2B,,B2B,,2020.0,,Series B,VC Fund,,Switzerland,2020.0,Series B,,,Active,Venturekick
Calciscon,AI/ML,,Unknown,AI,2020.0,600.0K CHF,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
CareerLunch,SAAS,,B2B,"SaaS, AR/VR",2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Climeworks,MOBILITY,,Unknown,Mobility,2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Climeworks,AI/ML,,Unknown,AI,2020.0,100.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Growth,,,Active,Venturekick
Climeworks,MOBILITY,,Unknown,"AI, Mobility, AR/VR",2020.0,73.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2020.0,Growth,,,Active,Venturekick
Comphya,HEALTHCARE,,Unknown,"AI, Healthtech",2020.0,1.3M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
CyanoGuard,AI/ML,,Unknown,"AI, AR/VR",2020.0,3.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series B,,,Active,Venturekick
DePoly,MOBILITY,,Unknown,"AI, Mobility",2020.0,1.3M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Dotphoton,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, AR/VR",2020.0,,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
EBAMed,MOBILITY,,Unknown,"Mobility, AR/VR",2020.0,2.4M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
ELDICO,MOBILITY,,Unknown,Mobility,2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
ELDICO,MOBILITY,,Unknown,"AI, Mobility",2020.0,1.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
Each,CLEANTECH,,Unknown,"Mobility, Robotics, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Each,MOBILITY,,Unknown,"IoT, Mobility, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Exit,HEALTHCARE,,Unknown,"Robotics, EdTech",2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Flyability,B2B,,B2B,,2020.0,,Series C,VC Fund,,Switzerland,2020.0,Series C,,,Active,Venturekick
Flybotix,AI/ML,,Unknown,"AI, Robotics, AR/VR",2020.0,1.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
Gilytics,CLEANTECH,,Unknown,"Cleantech, Cloud",2020.0,1.0M CHF,Seed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Gnubiotics,AI/ML,,Unknown,"AI, IoT",2020.0,2.6M CHF,Series A1,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
Great,B2B,,B2B,AR/VR,2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
How,CLEANTECH,,Unknown,"AI, Mobility, Cleantech, AR/VR",2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
IDUN,AI/ML,,Unknown,AI,2020.0,,Seed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Insolight,B2B,,B2B,AR/VR,2020.0,5.0M CHF,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
Kandou,AI/ML,,Unknown,"AI, AR/VR",2020.0,92.3M USD,Series C,VC Fund,,Switzerland,2020.0,Series C,,,Active,Venturekick
Locatee,B2B,,B2B,,2020.0,4.0M USD,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
LogicFlow,INDUSTRIALS,,Unknown,"Mobility, Robotics",2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Lunaphore,B2B,,B2B,,2020.0,2.0M CHF,Series C2,VC Fund,,Switzerland,2020.0,Series C,,,Active,Venturekick
Lymphatica,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, AR/VR, EdTech",2020.0,,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
MOBBOT,AI/ML,,Unknown,AI,2020.0,2.9M CHF,Seed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
MaxWell,INDUSTRIALS,,Unknown,Manufacturing,2020.0,4.0M CHF,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
MeduSoil,B2B,,B2B,,2020.0,2.0M CHF,Seed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Miraex,B2B,,B2B,"IoT, AR/VR",2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Miraex,INDUSTRIALS,,Unknown,"AR/VR, Manufacturing",2020.0,2.8M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
Online,MOBILITY,,Unknown,"Mobility, AR/VR",2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
PCR,HEALTHCARE,,Unknown,"Mobility, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
PharmaBiome,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, AR/VR",2020.0,1.75M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
Polyneuron,AI/ML,,Unknown,AI,2020.0,36.5M CHF,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
Positrigo,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility",2020.0,6.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series B,,,Active,Venturekick
Pregnolia,AI/ML,,Unknown,AI,2020.0,4.2M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series B,,,Active,Venturekick
Regenosca,B2B,,B2B,,2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Resistell,B2B,,B2B,,2020.0,,Funding Round,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
RetinAI,AI/ML,,Unknown,"AI, AR/VR",2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
SEED,B2B,,B2B,,2020.0,1.0M CHF,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
STIMITs,HEALTHCARE,,Unknown,Healthtech,2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Scailyte,AI/ML,,Unknown,AI,2020.0,,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
Scale,B2B,,B2B,AR/VR,2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Scale,B2B,,B2B,AR/VR,2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Scandit,AI/ML,,Unknown,"AI, AR/VR",2020.0,80.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Growth,,,Active,Venturekick
Series,AI/ML,,Unknown,AI,2020.0,1.75M CHF,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
Series,AI/ML,,Unknown,AI,2020.0,5.1M CHF,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
Series,MOBILITY,,B2B,"SaaS, Mobility",2020.0,,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
Skypull,B2B,,B2B,,2020.0,,Funding Round,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
SmartHelio,CLEANTECH,,Unknown,"AI, Cleantech, AR/VR, Analytics",2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Startup,B2B,,B2B,AR/VR,2020.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"Biotech, IoT, Mobility, Healthtech, Robotics, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, Robotics, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,B2B,"AI, SaaS, Mobility, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,AEROSPACE,,B2B,"AI, SaaS, Mobility, AR/VR, Cloud, Analytics",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"AI, SaaS, Biotech, IoT, Mobility, Cleantech, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"AI, Mobility, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Biotech, IoT, Mobility, Healthtech, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Biotech, IoT, Mobility, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"Biotech, IoT, Mobility, Healthtech, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Mobility, AR/VR, Analytics",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, Robotics, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"AI, IoT, Mobility, Cleantech, Robotics, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Biotech, IoT, Mobility, Healthtech, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"AI, SaaS, Mobility, Healthtech, Cleantech, AR/VR, Analytics, EdTech",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Mobility, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Mobility, Robotics, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,B2B,,B2B,AR/VR,2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"Biotech, IoT, Mobility, AR/VR, Analytics",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, Cleantech, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Biotech, IoT, Mobility, Healthtech, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"AI, Cleantech, AR/VR",2020.0,,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"Healthtech, Cleantech, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"AI, Mobility, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, Robotics, AR/VR",2020.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Swiss,HEALTHCARE,,Unknown,"Biotech, IoT, AR/VR",2020.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Swiss,B2B,,B2B,AR/VR,2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Swiss,HEALTHCARE,,Unknown,"Biotech, IoT, AR/VR",2020.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Synendos,HEALTHCARE,,Unknown,AI,2020.0,20.0M CHF,Series A,VC Fund,,Switzerland,2020.0,Series A,,,Active,Venturekick
Synthara,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, AR/VR",2020.0,,Seed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
TOP,B2B,,B2B,AR/VR,2020.0,,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
TOP,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2020.0,,Funding Round,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
TOP,AI/ML,,Unknown,AI,2020.0,25.0M USD,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
TOP,AI/ML,,Unknown,"AI, AR/VR",2020.0,23.0M CHF,Series C,VC Fund,,Switzerland,2020.0,Series C,,,Active,Venturekick
Technis,AI/ML,,Unknown,AI,2020.0,3.2M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series B,,,Active,Venturekick
Terapet,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2020.0,500.0K EUR,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
Terapet,HEALTHCARE,,Unknown,"Mobility, Healthtech",2020.0,,Seed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Terapets,HEALTHCARE,,Unknown,"Healthtech, Logistics",2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Three,B2B,,B2B,AR/VR,2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Three,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2020.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Pre-Seed,,,Active,Venturekick
Tinamu,B2B,,B2B,,2020.0,1.1M CHF,Seed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Two,CLEANTECH,,Unknown,"Cleantech, AR/VR",2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Uepaas,B2B,,B2B,,2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
UniSieve,MOBILITY,,Unknown,"Mobility, Manufacturing",2020.0,4.6M USD,Funding Round,Accelerator/Grant,,Switzerland,2020.0,Series B,,,Active,Venturekick
Vatorex,MOBILITY,,B2B,"SaaS, Mobility, AR/VR",2020.0,1.6M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
Voliro,AI/ML,,Unknown,AI,2020.0,2.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Series A,,,Active,Venturekick
Volkswirtschaftsstiftung,B2B,,B2B,,2020.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2020.0,Early Stage,,,Active,Venturekick
Wulf,CLEANTECH,,Unknown,,2020.0,,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Early Stage,,,Active,Venturekick
XRnanotech,HEALTHCARE,,B2B,"Biotech, IoT, AR/VR",2020.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2020.0,Seed,,,Active,Venturekick
Zippsafe,INDUSTRIALS,,Unknown,"AR/VR, Manufacturing",2020.0,3.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2020.0,Series B,,,Active,Venturekick
