Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
Akina,AI/ML,AI/ML,Unknown,"AI, IoT",2025,2.8M CHF,Undisclosed,Series A,,Switzerland,,,,,
Lightium,AI/ML,AI/ML,Unknown,"AI, AR/VR",2025,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
VRbased,SOFTWARE,SaaS,B2C,"SaaS, AR/VR",2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, AR/VR",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Oxyle,Unknown,,Unknown,,2025,16.0M USD,Undisclosed,Series C,,Switzerland,,,,,
Helix,MOBILITY,Electric Vehicles,Unknown,Robotics,2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
BioVersys,Unknown,,Unknown,AR/VR,2025,36.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Voltiris,CLEANTECH,,Unknown,,2025,4.8M CHF,Seed,Seed,,Switzerland,,,,,
Billion,Unknown,,Unknown,AR/VR,2025,9.0B CHF,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
EBAMed,Unknown,,Unknown,,2025,1.6M EUR,Series A,Series A,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, Cleantech, AR/VR",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
SolidWatts,INDUSTRIALS,,B2B,Cleantech,2025,850.0K EUR,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Swiss,HEALTHCARE,Biotech,Unknown,"Biotech, IoT, AR/VR",2025,,Undisclosed,Early Stage,,Switzerland,,,,,
PreSeed,CLEANTECH,Energy,Unknown,Cleantech,2025,1.3M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Daphne,Unknown,,Unknown,,2025,6.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Borobotics,ROBOTICS,,Unknown,Robotics,2025,1.3M CHF,Undisclosed,Series A,,Switzerland,,,,,
EVIIVE,HEALTHCARE,MedTech,Unknown,Healthtech,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Actival,Unknown,,Unknown,,2024,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Swiss,Unknown,,Unknown,AR/VR,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,Biotech,Unknown,"AI, Healthtech, Cleantech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
AIdriven,AI/ML,AI/ML,B2B,"AI, Robotics",2024,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Neuria,HEALTHCARE,Digital Health,Unknown,"AI, Healthtech",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Insight,MOBILITY,Electric Vehicles,Unknown,,2024,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Deep,Unknown,,Unknown,AR/VR,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
BLEEDnFIRE,HEALTHCARE,Pharma,Unknown,"AI, Biotech",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Swiss,AGTECH,,Unknown,AR/VR,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Lichtsteiner,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"SaaS, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
KITRO,AGTECH,,Unknown,,2024,,Funding Round,Early Stage,,Switzerland,,,,,
Splint,Unknown,,Unknown,AR/VR,2024,2.5M CHF,Funding Round,Series A,,Switzerland,,,,,
CALDRE,HEALTHCARE,Pharma,Unknown,"AI, Biotech",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Oncobit,Unknown,,Unknown,,2024,1.47M CHF,Series A,Series A,,Switzerland,,,,,
Grensol,AI/ML,AI/ML,Unknown,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Spectroplast,Unknown,,Unknown,,2024,,Series A,Series A,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, Cleantech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
InSphero,Unknown,,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Nanoleq,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Almer,INDUSTRIALS,,B2B,AR/VR,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Shape,HEALTHCARE,Pharma,Unknown,AR/VR,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nerai,AI/ML,AI/ML,Unknown,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Ionic,AI/ML,AI/ML,Unknown,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CellX,Unknown,,Unknown,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
FDA,ROBOTICS,,Unknown,"Robotics, AR/VR",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
WasteFlow,AI/ML,AI/ML,Unknown,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Sentinus,Unknown,,Unknown,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2C,"SaaS, Cleantech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,AR/VR,2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ONWARD,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2024,50.0M EUR,Undisclosed,Growth,,Switzerland,,,,,
Optiverse,AI/ML,AI/ML,Unknown,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Sallea,Unknown,,Unknown,,2024,2.6M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Ikerian,AI/ML,AI/ML,Unknown,AI,2024,8.0M USD,Series B,Series B,,Switzerland,,,,,
RTDT,Unknown,,Unknown,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Lymphatica,HEALTHCARE,MedTech,Unknown,AI,2024,17.9M EUR,Series B,Series B,,Switzerland,,,,,
Eldico,Unknown,,Unknown,,2024,,Funding Round,Early Stage,,Switzerland,,,,,
Lighthouse,AI/ML,AI/ML,Unknown,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Voliro,AI/ML,AI/ML,B2B,"AI, Robotics",2024,12.0M USD,Series A,Series A,,Switzerland,,,,,
TranslationX,Unknown,,Unknown,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Luya,AI/ML,AI/ML,Unknown,AI,2024,5.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
TOP,Unknown,,Unknown,AR/VR,2024,,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
Synple,Unknown,,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,Digital Health,B2B,"AI, SaaS, Biotech, Healthtech, Robotics, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ValTech,HEALTHCARE,Biotech,Unknown,"Healthtech, AR/VR",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Lightium,AI/ML,AI/ML,Unknown,AI,2024,7.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Perovskia,AI/ML,AI/ML,Unknown,"AI, Cleantech, AR/VR",2024,2.4M USD,Funding Round,Series A,,Switzerland,,,,,
Rrreefs,Unknown,,Unknown,AR/VR,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Almer,Unknown,,Unknown,AR/VR,2024,3.0M USD,Funding Round,Series B,,Switzerland,,,,,
Abrinca,AI/ML,AI/ML,Unknown,"AI, Biotech, AR/VR",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Distalmotion,ROBOTICS,,Unknown,Robotics,2024,,Funding Round,Early Stage,,Switzerland,,,,,
Bioversys,HEALTHCARE,,Unknown,Healthtech,2024,6.0M USD,Funding Round,Series B,,Switzerland,,,,,
CREAL,Unknown,,Unknown,AR/VR,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
HAYA,HEALTHCARE,Biotech,B2B,"SaaS, Biotech, AR/VR",2024,1.0B USD,Undisclosed,Growth,,Switzerland,,,,,
Startups,FINTECH,Crypto,Unknown,"AI, Fintech, Healthtech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Nunuai,AI/ML,AI/ML,Unknown,AI,2024,2.0M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Swiss,AI/ML,AI/ML,Unknown,"AI, AR/VR",2024,1.6M CHF,Undisclosed,Series A,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"SaaS, IoT, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Octotronic,Unknown,,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
GraphEnergyTech,CLEANTECH,Energy,Unknown,"Cleantech, AR/VR",2024,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Building,Unknown,,Unknown,AR/VR,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
DemoSquare,AI/ML,AI/ML,Unknown,"AI, AR/VR",2024,1.2M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
NematX,INDUSTRIALS,,B2B,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Regenosca,Unknown,,Unknown,,2024,1.0M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Flink,INDUSTRIALS,,B2B,Robotics,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Amporin,HEALTHCARE,Pharma,Unknown,"Biotech, AR/VR",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,CLEANTECH,Climate Tech,Unknown,"IoT, Cleantech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
BTRY,CLEANTECH,Energy,Unknown,Cleantech,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Similarweb,SOFTWARE,,Unknown,AR/VR,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
WattAnyWhere,Unknown,,Unknown,AR/VR,2024,2.2M CHF,Seed,Seed,,Switzerland,,,,,
ETH,Unknown,,Unknown,AR/VR,2024,1.8M CHF,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Digital Health,Unknown,"AI, Healthtech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Calico,HEALTHCARE,Digital Health,Unknown,"Biotech, Healthtech",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
NXI,HEALTHCARE,Pharma,Unknown,"AI, Biotech",2024,3.5M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
DeepJudge,MOBILITY,Electric Vehicles,Unknown,AR/VR,2024,10.7M USD,Seed,Seed,,Switzerland,,,,,
IMAI,AI/ML,AI/ML,Unknown,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Rivia,HEALTHCARE,Biotech,Unknown,"Biotech, IoT",2024,3.0M EUR,Seed,Seed,,Switzerland,,,,,
Sensars,MOBILITY,Electric Vehicles,Unknown,AR/VR,2024,1.1M EUR,Funding Round,Series A,,Switzerland,,,,,
EMPath,AI/ML,AI/ML,Unknown,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,,B2C,"AI, IoT, Healthtech, Robotics, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Swiss,FINTECH,,Unknown,"Fintech, AR/VR",2024,2.5M CHF,Seed,Seed,,Switzerland,,,,,
Microcaps,Unknown,,Unknown,AR/VR,2024,9.3M CHF,Series A,Series A,,Switzerland,,,,,
Synthara,SOFTWARE,,Unknown,"AI, AR/VR",2024,11.0M USD,Undisclosed,Series C,,Switzerland,,,,,
Neural,SOFTWARE,SaaS,B2B,"AI, SaaS, AR/VR",2024,27.0M USD,Series B,Series B,,Switzerland,,,,,
Orio,HEALTHCARE,Biotech,Unknown,"AI, Biotech",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Digital Health,Unknown,"Biotech, Healthtech, Robotics, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
DemoSquare,AI/ML,AI/ML,B2B,"AI, AR/VR",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
DAAV,MOBILITY,,Unknown,,2024,1.0M CHF,Funding Round,Series A,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, Biotech, Cleantech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Limula,INDUSTRIALS,,B2B,,2024,6.8M USD,Undisclosed,Series B,,Switzerland,,,,,
Correntics,CLEANTECH,Climate Tech,Unknown,"Cleantech, AR/VR",2024,1.5M EUR,Undisclosed,Series A,,Switzerland,,,,,
Cowa,Unknown,,Unknown,,2024,1.9M CHF,Funding Round,Series A,,Switzerland,,,,,
Eightinks,AI/ML,AI/ML,Unknown,"AI, Cleantech",2024,3.0M EUR,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Lightium,Unknown,,Unknown,,2024,2.67M CHF,Undisclosed,Series A,,Switzerland,,,,,
Climeworks,AI/ML,AI/ML,Unknown,"AI, AR/VR",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Viventis,MOBILITY,Electric Vehicles,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,MOBILITY,Electric Vehicles,Unknown,Biotech,2024,12.3M CHF,Series C,Series C,,Switzerland,,,,,
Big,HEALTHCARE,,Unknown,Healthtech,2024,6.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Ikerian,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2024,6.18M USD,Series A,Series A,,Switzerland,,,,,
EPFL,AI/ML,AI/ML,Unknown,AI,2024,850.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
Oxara,Unknown,,Unknown,AR/VR,2024,,Series A,Series A,,Switzerland,,,,,
AI,AI/ML,AI/ML,Unknown,AI,2024,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,,B2C,"Healthtech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
AlpinaSana,AI/ML,AI/ML,Unknown,AI,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Isospec,HEALTHCARE,MedTech,Unknown,"AI, Healthtech",2024,1.9M USD,Undisclosed,Series A,,Switzerland,,,,,
Bcomp,Unknown,,Unknown,AR/VR,2024,36.0M CHF,Series C,Series C,,Switzerland,,,,,
Bayer,HEALTHCARE,,Unknown,"AI, Healthtech",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Tandem,HEALTHCARE,Pharma,Unknown,Biotech,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Kidemis,AGTECH,,Unknown,AR/VR,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Supertext,AI/ML,AI/ML,Unknown,AI,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Volumina,HEALTHCARE,,Unknown,Healthtech,2024,21.0M USD,Funding Round,Series C,,Switzerland,,,,,
AIassisted,SOFTWARE,SaaS,B2B,"AI, SaaS, AR/VR",2024,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Hemotune,Unknown,,Unknown,,2024,14.0M CHF,Series B2,Series B,,Switzerland,,,,,
Startups,HEALTHCARE,,Unknown,"IoT, Healthtech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
DPhi,AEROSPACE,,Unknown,,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ONWARD,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2024,20.0M EUR,Undisclosed,Series C,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Swiss,MOBILITY,Electric Vehicles,Unknown,AR/VR,2024,5.5M USD,Undisclosed,Series B,,Switzerland,,,,,
ETH,AI/ML,AI/ML,Unknown,AI,2024,420.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
OBaris,AI/ML,AI/ML,Unknown,"AI, Biotech, AR/VR",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CustomSurg,AI/ML,AI/ML,Unknown,AI,2024,,Seed,Seed,,Switzerland,,,,,
Alithea,HEALTHCARE,Biotech,Unknown,"Biotech, IoT",2024,2.8M CHF,Seed,Seed,,Switzerland,,,,,
Cotierra,CLEANTECH,Climate Tech,Unknown,"Cleantech, AR/VR",2024,1.0M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
ETH,MOBILITY,Electric Vehicles,Unknown,,2024,3.8M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Locatee,Unknown,,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Cultivated,AI/ML,AI/ML,Unknown,AI,2024,5.0M USD,Undisclosed,Series B,,Switzerland,,,,,
FimmCyte,Unknown,,Unknown,,2024,1.0M CHF,Funding Round,Series A,,Switzerland,,,,,
Artiria,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2024,6.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Pace,AI/ML,AI/ML,Unknown,"AI, AR/VR",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NovoViz,Unknown,,Unknown,AR/VR,2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Logmind,SOFTWARE,SaaS,B2B,SaaS,2024,,Seed,Seed,,Switzerland,,,,,
InterAx,HEALTHCARE,Biotech,B2B,"AI, SaaS, Biotech, IoT",2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, IoT, Healthtech, Robotics, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
MeduSoil,Unknown,,Unknown,Biotech,2024,5.2M CHF,Funding Round,Series B,,Switzerland,,,,,
Venturelabs,Unknown,,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
AeroSpec,HEALTHCARE,,Unknown,"AI, Healthtech",2024,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Billion,Unknown,,Unknown,AR/VR,2024,8.0B CHF,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
CO2,HEALTHCARE,MedTech,Unknown,"AI, Healthtech, Robotics, AR/VR",2024,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Pharma,B2B,"SaaS, Cleantech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
FluoSpheras,MOBILITY,Electric Vehicles,Unknown,"Biotech, AR/VR",2024,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
EraCal,FINTECH,Payments,Unknown,"Biotech, Fintech",2024,235.0M EUR,Undisclosed,Growth,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"AI, SaaS, Biotech, AR/VR",2024,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Fondation,Unknown,,Unknown,AR/VR,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Odne,HEALTHCARE,,Unknown,Healthtech,2024,,Funding Round,Early Stage,,Switzerland,,,,,
Tune,MOBILITY,Electric Vehicles,Unknown,AR/VR,2024,1.8M EUR,Undisclosed,Series A,,Switzerland,,,,,
Sevensense,MOBILITY,Electric Vehicles,Unknown,,2024,,Undisclosed,Early Stage,,Switzerland,,,,,
Enerdrape,Unknown,,Unknown,,2024,1.3M CHF,Seed,Seed,,Switzerland,,,,,
Kickfund,MOBILITY,Electric Vehicles,Unknown,AR/VR,2024,70.0M CHF,Undisclosed,Growth,,Switzerland,,,,,
Scailyte,HEALTHCARE,Biotech,Unknown,"AI, Biotech, IoT, Healthtech",2024,8.0M USD,Series A,Series A,,Switzerland,,,,,
Scewo,AI/ML,AI/ML,Unknown,AI,2023,9.2M CHF,Series A,Series A,,Switzerland,,,,,
Procavea,HEALTHCARE,Biotech,B2B,"SaaS, Biotech, IoT",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, Healthtech, AR/VR",2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Swiss,HEALTHCARE,Biotech,Unknown,"Biotech, IoT, Healthtech",2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Planeto,AI/ML,AI/ML,Unknown,"AI, Cleantech, AR/VR",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Avelo,MOBILITY,Electric Vehicles,Unknown,,2023,1.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
CompPair,AI/ML,AI/ML,Unknown,AI,2023,,Funding Round,Early Stage,,Switzerland,,,,,
Aesyra,Unknown,,Unknown,,2023,3.0M USD,Funding Round,Series B,,Switzerland,,,,,
REMA,CLEANTECH,,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Koa,AI/ML,AI/ML,Unknown,AI,2023,15.0M USD,Series B,Series B,,Switzerland,,,,,
Scailyte,AI/ML,AI/ML,Unknown,AI,2023,8.0M USD,Series A,Series A,,Switzerland,,,,,
QualySense,AI/ML,AI/ML,Unknown,"AI, AR/VR",2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Impossible,MOBILITY,Electric Vehicles,Unknown,,2023,2.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
RefFIT,MOBILITY,Electric Vehicles,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,MedTech,Unknown,"AI, Healthtech, Robotics, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Secures,AI/ML,AI/ML,Unknown,AI,2023,1.2M CHF,Undisclosed,Series A,,Switzerland,,,,,
Transcality,Unknown,,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Pregnolia,MOBILITY,Electric Vehicles,Unknown,"Healthtech, AR/VR",2023,2.2M CHF,Funding Round,Series A,,Switzerland,,,,,
Chiral,Unknown,,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Palto,HEALTHCARE,Biotech,Unknown,"Biotech, AR/VR",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,CLEANTECH,Energy,Unknown,"Healthtech, Cleantech, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,AR/VR,2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Avelo,MOBILITY,Electric Vehicles,Unknown,"Healthtech, AR/VR",2023,1.5M EUR,Undisclosed,Series A,,Switzerland,,,,,
Akina,Unknown,,Unknown,,2023,1.0M CHF,Funding Round,Series A,,Switzerland,,,,,
Ascento,ROBOTICS,Service Robotics,Unknown,Robotics,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Cutaneous,SOFTWARE,SaaS,B2B,SaaS,2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Investment,HEALTHCARE,Biotech,Unknown,"Biotech, IoT",2023,,Funding Round,Early Stage,,Switzerland,,,,,
Collaborative,Unknown,,Unknown,AR/VR,2023,,Funding Round,Early Stage,"Yonsei University, Oncosoft Inc",Switzerland,,,,,
Economic,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Access,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
MIRO,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Bota,ROBOTICS,,Unknown,"IoT, Robotics",2023,2.5M USD,Seed,Seed,,Switzerland,,,,,
HeroSupport,HEALTHCARE,MedTech,Unknown,"AI, Healthtech, AR/VR",2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nagi,MOBILITY,Electric Vehicles,Unknown,Biotech,2023,12.4M CHF,Series A,Series A,,Switzerland,,,,,
Transforming,AI/ML,AI/ML,Unknown,AI,2023,3.4M USD,Undisclosed,Series B,,Switzerland,,,,,
AIbased,AI/ML,AI/ML,Unknown,"AI, Robotics",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TOP,Unknown,,Unknown,AR/VR,2023,,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Digital Health,Unknown,"AI, Healthtech, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Tethys,ROBOTICS,,Unknown,Robotics,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Haelixa,Unknown,,Unknown,,2023,,Undisclosed,Early Stage,,Switzerland,,,,,
Swiss,AI/ML,AI/ML,Unknown,"AI, Robotics, AR/VR",2023,4.3M USD,Undisclosed,Series B,,Switzerland,,,,,
Kandou,AI/ML,AI/ML,Unknown,AI,2023,72.0M USD,Series E,Growth,,Switzerland,,,,,
Swiss,HEALTHCARE,MedTech,Unknown,"AI, AR/VR",2023,4.5M CHF,Series B2,Series B,,Switzerland,,,,,
Borobotics,MOBILITY,Electric Vehicles,Unknown,Robotics,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Aerosol,AI/ML,AI/ML,Unknown,"AI, AR/VR",2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Biotech,Unknown,"AI, Healthtech, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
CART,INDUSTRIALS,,B2B,AR/VR,2023,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,,B2B,"AI, SaaS, Healthtech, AR/VR",2023,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ZuriMED,MOBILITY,Electric Vehicles,Unknown,,2023,14.5M CHF,Series A,Series A,,Switzerland,,,,,
SAEKI,INDUSTRIALS,,B2B,"Robotics, AR/VR",2023,2.3M USD,Funding Round,Series A,,Switzerland,,,,,
Inverto,Unknown,,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
PeriVision,MOBILITY,Electric Vehicles,Unknown,AR/VR,2023,,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Pharma,Unknown,"AI, Biotech, Healthtech, Cleantech, AR/VR",2023,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
Gaia,AI/ML,AI/ML,Unknown,"AI, AR/VR",2023,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Rapidata,SOFTWARE,Analytics,Unknown,"AI, AR/VR",2023,1.5M CHF,Funding Round,Series A,BlueYard,Switzerland,,,,,
CompagOs,Unknown,,Unknown,,2023,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
