Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
Antefil,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Versics,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Inositec,HEALTHCARE,Pharma,Unknown,AR/VR,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, IoT, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Augmented,AI/ML,AI/ML,B2B,"AI, Robotics, AR/VR",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Sevensense,AI/ML,AI/ML,Unknown,"AI, Robotics",2021,7.7M USD,Series A,Series A,,Switzerland,,,,,
TYXIT,AI/ML,AI/ML,B2C,AI,2021,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Adaptricity,Unknown,,Unknown,,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Luya,AGTECH,,Unknown,Biotech,2021,,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,,B2B,"SaaS, Healthtech, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Daphne,CLEANTECH,Energy,Unknown,"Cleantech, AR/VR",2021,,Funding Round,Early Stage,,Switzerland,,,,,
Fixposition,AI/ML,AI/ML,Unknown,AI,2021,5.95M USD,Seed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Sonect,FINTECH,,Unknown,"Fintech, AR/VR",2021,4.0M EUR,Undisclosed,Series B,,Switzerland,,,,,
Series,AI/ML,AI/ML,B2B,AI,2021,6.1M CHF,Series A,Series A,,Switzerland,,,,,
CO2,CLEANTECH,Climate Tech,Unknown,AR/VR,2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ONWARD,Unknown,,Unknown,AR/VR,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
DeepPsy,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Seervision,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,3.7M CHF,Undisclosed,Series B,,Switzerland,,,,,
InnoSpina,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ArcoScreen,MOBILITY,Electric Vehicles,Unknown,AR/VR,2021,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Loop,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2021,6.4M USD,Series A,Series A,,Switzerland,,,,,
Tinamu,Unknown,,Unknown,AR/VR,2021,2.5M CHF,Seed,Seed,,Switzerland,,,,,
MindMaze,HEALTHCARE,Pharma,B2B,"SaaS, Biotech",2021,125.0M USD,Funding Round,Growth,,Switzerland,,,,,
Startups,INDUSTRIALS,,Unknown,"Robotics, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
B2B,SOFTWARE,Enterprise Software,B2B,AR/VR,2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,Unknown,"AI, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
MATIS,Unknown,,Unknown,AR/VR,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Powerwheelchair,AI/ML,AI/ML,Unknown,AI,2021,8.5M CHF,Undisclosed,Series B,,Switzerland,,,,,
Alums,Unknown,,Unknown,AR/VR,2021,,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
Isochronic,INDUSTRIALS,,B2B,Robotics,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Exomotion,AI/ML,AI/ML,Unknown,AI,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Locatee,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,7.7M CHF,Undisclosed,Series B,,Switzerland,,,,,
Leukemia,INDUSTRIALS,,Unknown,AR/VR,2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
BIONOMOUS,AI/ML,AI/ML,Unknown,AI,2021,1.3M CHF,Seed,Seed,Nivalis Group,Switzerland,,,,,
HemostOD,AI/ML,AI/ML,Unknown,AI,2021,1.7M CHF,Seed,Seed,,Switzerland,,,,,
VAY,Unknown,,Unknown,,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
IDUN,Unknown,,Unknown,AR/VR,2021,2.0M CHF,Seed,Seed,,Switzerland,,,,,
Nemosia,Unknown,,Unknown,AR/VR,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startup,HEALTHCARE,,B2B,"IoT, Healthtech, AR/VR",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Travel,HEALTHCARE,,Unknown,"AI, Robotics",2021,2.2M USD,Undisclosed,Series A,,Switzerland,,,,,
Sleepiz,AI/ML,AI/ML,Unknown,AI,2021,4.4M CHF,Series A,Series A,,Switzerland,,,,,
ArcoScreen,MOBILITY,Electric Vehicles,Unknown,"Biotech, AR/VR",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
AI,HEALTHCARE,,B2C,"AI, Healthtech, AR/VR",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"AI, SaaS, Cleantech, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NeuroCycle,HEALTHCARE,Pharma,Unknown,"AI, Biotech",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Exnaton,SOFTWARE,SaaS,B2B,"SaaS, Cleantech",2021,,Seed,Seed,,Switzerland,,,,,
Librec,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,3.0M CHF,Seed,Seed,,Switzerland,,,,,
AIbased,AI/ML,AI/ML,Unknown,"AI, Robotics",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
ELDICO,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,2.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
Planted,AI/ML,AI/ML,Unknown,"AI, Biotech",2021,19.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
Perovskia,CLEANTECH,Energy,Unknown,"Cleantech, AR/VR",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
VAY,Unknown,,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Altoida,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,,Funding Round,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,,Unknown,"IoT, Healthtech, AR/VR",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
AgroSustain,AI/ML,AI/ML,Unknown,AI,2021,4.8M CHF,Series A,Series A,,Switzerland,,,,,
Zurich,Unknown,,Unknown,AR/VR,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Oxyle,AI/ML,AI/ML,Unknown,AI,2021,3.2M CHF,Funding Round,Series B,,Switzerland,,,,,
Resmonics,HEALTHCARE,Digital Health,Unknown,"Healthtech, AR/VR",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,,B2B,"Healthtech, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
API,FINTECH,,Unknown,AR/VR,2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,,B2B,"SaaS, Healthtech, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Enerdrape,Unknown,,Unknown,AR/VR,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CoatChecker,Unknown,,Unknown,,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Modum,HEALTHCARE,Pharma,Unknown,"AI, AR/VR",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,MOBILITY,Electric Vehicles,Unknown,"IoT, AR/VR",2021,15.34M USD,Undisclosed,Series C,,Switzerland,,,,,
MATIS,Unknown,,Unknown,,2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,,B2C,"AI, Healthtech, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
EarlySight,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,2.3M CHF,Undisclosed,Series A,,Switzerland,,,,,
Abologix,HEALTHCARE,Digital Health,Unknown,"Healthtech, AR/VR",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
CustomSurg,Unknown,,Unknown,AR/VR,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
HAYA,HEALTHCARE,Biotech,Unknown,"AI, Biotech, AR/VR",2021,18.0M CHF,Seed,Seed,,Switzerland,,,,,
CareerLunch,SOFTWARE,SaaS,B2B,"SaaS, AR/VR",2021,1.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Sleepiz,HEALTHCARE,MedTech,Unknown,Healthtech,2021,1.0M USD,Undisclosed,Series A,,Switzerland,,,,,
Qnami,AI/ML,AI/ML,Unknown,AI,2021,4.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
FenX,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,2.7M CHF,Undisclosed,Series A,,Switzerland,,,,,
Infrared,Unknown,,Unknown,AR/VR,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Kaspar,Unknown,,Unknown,AR/VR,2021,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Cybersecurity,Unknown,,Unknown,Biotech,2021,,Funding Round,Early Stage,,Switzerland,,,,,
LifeMatrix,HEALTHCARE,Biotech,Unknown,Healthtech,2021,150.0K CHF,Funding Round,Seed,,Switzerland,,,,,
Scantrust,FINTECH,Crypto,B2B,"AI, Fintech, AR/VR",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"AI, SaaS, Robotics, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Alithea,Unknown,,Unknown,Biotech,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ONWARD,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,32.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Synendos,HEALTHCARE,Pharma,Unknown,Biotech,2021,24.0M CHF,Series A,Series A,,Switzerland,,,,,
BioVersys,MOBILITY,Electric Vehicles,Unknown,IoT,2021,20.0M EUR,Funding Round,Series C,,Switzerland,,,,,
Calciscon,HEALTHCARE,Digital Health,Unknown,"AI, Healthtech",2021,2.5M CHF,Series A,Series A,,Switzerland,,,,,
IDUN,HEALTHCARE,Digital Health,Unknown,Healthtech,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Virtual,MOBILITY,Electric Vehicles,B2B,,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Futurae,SOFTWARE,SaaS,B2B,"AI, SaaS, Biotech",2021,5.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Dräger,MOBILITY,Electric Vehicles,Unknown,AR/VR,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Mithras,AI/ML,AI/ML,Unknown,"AI, Cleantech",2021,,Seed,Seed,,Switzerland,,,,,
LIDAR,HEALTHCARE,MedTech,B2B,"AI, SaaS, Healthtech, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NaturLoop,AI/ML,AI/ML,Unknown,AI,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
David,Unknown,,Unknown,AR/VR,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
CompPair,AI/ML,AI/ML,Unknown,AI,2021,950.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
Startups,CLEANTECH,Energy,Unknown,"IoT, Cleantech, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Planted,SOFTWARE,SaaS,B2B,"AI, SaaS, Biotech",2021,17.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
Apiax,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
AgroSustain,AI/ML,AI/ML,Unknown,AI,2021,2.4M EUR,Series A,Series A,,Switzerland,,,,,
SoHHytec,MOBILITY,Electric Vehicles,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Neural,AI/ML,AI/ML,Unknown,"AI, AR/VR",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
BioVersys,HEALTHCARE,,Unknown,Healthtech,2021,2.7M EUR,Undisclosed,Series A,,Switzerland,,,,,
Bloom,AI/ML,AI/ML,Unknown,"AI, Cleantech",2021,3.9M EUR,Seed,Seed,,Switzerland,,,,,
RAW,AI/ML,AI/ML,B2B,AI,2021,5.5M USD,Undisclosed,Series B,,Switzerland,,,,,
Startups,FINTECH,Insurance,B2C,"AI, Healthtech, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
WealthArc,Unknown,,Unknown,AR/VR,2021,4.0M USD,Series A,Series A,,Switzerland,,,,,
TOP,CLEANTECH,Climate Tech,Unknown,"Cleantech, AR/VR",2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Two,Unknown,,Unknown,AR/VR,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Neurosoft,MOBILITY,Electric Vehicles,Unknown,,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Microcaps,Unknown,,B2B,,2021,5.0M CHF,Funding Round,Series B,,Switzerland,,,,,
Startups,FINTECH,Payments,B2B,"SaaS, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
SurgeonsLab,HEALTHCARE,,Unknown,Healthtech,2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Respiratory,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2021,,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,,Unknown,"AI, Healthtech, AR/VR",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
AIbased,SOFTWARE,SaaS,B2B,"AI, SaaS, Cleantech, AR/VR",2021,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,,Unknown,"Robotics, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Flyability,Unknown,,Unknown,,2020,,Series C,Series C,,Switzerland,,,,,
Gilytics,CLEANTECH,Energy,Unknown,Cleantech,2020,1.0M CHF,Seed,Seed,,Switzerland,,,,,
DePoly,AI/ML,AI/ML,Unknown,AI,2020,1.3M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
MaxWell,INDUSTRIALS,,B2B,,2020,4.0M CHF,Series A,Series A,,Switzerland,,,,,
MeduSoil,Unknown,,Unknown,,2020,2.0M CHF,Seed,Seed,,Switzerland,,,,,
Miraex,Unknown,,Unknown,"IoT, AR/VR",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
XRnanotech,Unknown,,Unknown,Biotech,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
RetinAI,AI/ML,AI/ML,Unknown,"AI, AR/VR",2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Lymphatica,HEALTHCARE,MedTech,Unknown,"AI, Healthtech, AR/VR",2020,,Series A,Series A,,Switzerland,,,,,
Synthara,SOFTWARE,,Unknown,"AI, AR/VR",2020,,Seed,Seed,,Switzerland,,,,,
Miraex,INDUSTRIALS,,B2B,AR/VR,2020,2.8M CHF,Undisclosed,Series A,,Switzerland,,,,,
Terapet,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2020,500.0K EUR,Undisclosed,Series A,,Switzerland,,,,,
Comphya,HEALTHCARE,,Unknown,"AI, Healthtech",2020,1.3M CHF,Undisclosed,Series A,,Switzerland,,,,,
Regenosca,Unknown,,Unknown,,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,,Unknown,"AI, Biotech, Robotics, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Bionomous,ROBOTICS,Industrial Robotics,Unknown,Robotics,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
SEED,Unknown,,Unknown,,2020,1.0M CHF,Series A,Series A,,Switzerland,,,,,
Kandou,AI/ML,AI/ML,Unknown,"AI, AR/VR",2020,92.3M USD,Series C,Series C,,Switzerland,,,,,
CREAL,MOBILITY,Electric Vehicles,Unknown,,2020,6.5M CHF,Funding Round,Series B,,Switzerland,,,,,
Synendos,HEALTHCARE,Pharma,Unknown,"AI, Biotech",2020,20.0M CHF,Series A,Series A,,Switzerland,,,,,
Volkswirtschaftsstiftung,Unknown,,Unknown,,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2C,"AI, SaaS, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
UniSieve,MOBILITY,Electric Vehicles,Unknown,,2020,4.6M USD,Funding Round,Series B,,Switzerland,,,,,
Online,MOBILITY,Electric Vehicles,B2B,AR/VR,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
PCR,HEALTHCARE,Pharma,Unknown,"Biotech, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"AI, SaaS, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
SmartHelio,AI/ML,AI/ML,Unknown,"AI, Cleantech, AR/VR",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Araris,HEALTHCARE,Biotech,Unknown,"AI, Biotech, IoT, AR/VR",2020,15.2M CHF,Undisclosed,Series C,,Switzerland,,,,,
Bota,ROBOTICS,,Unknown,Robotics,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Climeworks,MOBILITY,Electric Vehicles,Unknown,,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Each,CLEANTECH,,Unknown,"Robotics, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TOP,Unknown,,Unknown,AR/VR,2020,,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
AMAL,HEALTHCARE,Biotech,Unknown,"Biotech, IoT",2020,,Undisclosed,Early Stage,,Switzerland,,,,,
CareerLunch,SOFTWARE,SaaS,B2B,"SaaS, AR/VR",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Swiss,HEALTHCARE,Biotech,Unknown,"Biotech, IoT, AR/VR",2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,MedTech,B2B,"AI, SaaS, IoT, Healthtech, Cleantech, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
EBAMed,MOBILITY,Electric Vehicles,Unknown,AR/VR,2020,2.4M EUR,Undisclosed,Series A,,Switzerland,,,,,
Vatorex,SOFTWARE,SaaS,B2B,"SaaS, AR/VR",2020,1.6M EUR,Undisclosed,Series A,,Switzerland,,,,,
Voliro,AI/ML,AI/ML,Unknown,AI,2020,2.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Startup,Unknown,,Unknown,AR/VR,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Polyneuron,AI/ML,AI/ML,Unknown,AI,2020,36.5M CHF,Series A,Series A,,Switzerland,,,,,
Dotphoton,HEALTHCARE,Biotech,Unknown,"AI, Biotech, IoT, AR/VR",2020,,Series A,Series A,,Switzerland,,,,,
Alums,Unknown,,Unknown,AR/VR,2020,,Venture Kick Grant,Pre-Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Climeworks,AI/ML,AI/ML,Unknown,AI,2020,100.0M CHF,Undisclosed,Growth,,Switzerland,,,,,
BioVersys,HEALTHCARE,,Unknown,Healthtech,2020,19.0M CHF,Funding Round,Series C,,Switzerland,,,,,
Terapets,HEALTHCARE,Digital Health,Unknown,Healthtech,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Tinamu,Unknown,,Unknown,,2020,1.1M CHF,Seed,Seed,,Switzerland,,,,,
Scale,Unknown,,Unknown,AR/VR,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,Biotech,Unknown,"Healthtech, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,AR/VR,2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Biologics,INDUSTRIALS,,Unknown,AR/VR,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Bloom,CLEANTECH,Energy,Unknown,Cleantech,2020,,Seed,Seed,,Switzerland,,,,,
Technis,AI/ML,AI/ML,Unknown,AI,2020,3.2M CHF,Undisclosed,Series B,,Switzerland,,,,,
Series,AI/ML,AI/ML,Unknown,AI,2020,1.75M CHF,Series A,Series A,,Switzerland,,,,,
Startups,HEALTHCARE,Biotech,Unknown,"Healthtech, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Series,AI/ML,AI/ML,Unknown,AI,2020,5.1M CHF,Series A,Series A,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,Unknown,AR/VR,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
LogicFlow,MOBILITY,Electric Vehicles,Unknown,Robotics,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ELDICO,MOBILITY,Electric Vehicles,Unknown,,2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Gnubiotics,AI/ML,AI/ML,Unknown,"AI, IoT",2020,2.6M CHF,Series A1,Series A,,Switzerland,,,,,
Insolight,Unknown,,Unknown,AR/VR,2020,5.0M CHF,Series A,Series A,,Switzerland,,,,,
Calciscon,AI/ML,AI/ML,Unknown,AI,2020,600.0K CHF,Series A,Series A,,Switzerland,,,,,
Series,SOFTWARE,SaaS,B2B,SaaS,2020,,Series A,Series A,,Switzerland,,,,,
ARTIRIA,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2020,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Beekeeper,Unknown,,Unknown,,2020,10.0M USD,Series B,Series B,,Switzerland,,,,,
Startups,HEALTHCARE,MedTech,Unknown,"AI, Healthtech, Robotics, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Positrigo,AI/ML,AI/ML,Unknown,AI,2020,6.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Each,MOBILITY,Electric Vehicles,Unknown,"IoT, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
PharmaBiome,HEALTHCARE,Pharma,Unknown,"AI, Healthtech, AR/VR",2020,1.75M CHF,Undisclosed,Series A,,Switzerland,,,,,
Resistell,Unknown,,Unknown,,2020,,Funding Round,Early Stage,,Switzerland,,,,,
Terapet,HEALTHCARE,MedTech,Unknown,Healthtech,2020,,Seed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, IoT, Cleantech, Robotics, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Digital Health,Unknown,"Healthtech, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Pregnolia,AI/ML,AI/ML,Unknown,AI,2020,4.2M CHF,Undisclosed,Series B,,Switzerland,,,,,
Startups,HEALTHCARE,Pharma,B2B,"AI, SaaS, Biotech, Cleantech, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Alogo,Unknown,,Unknown,,2020,,Funding Round,Early Stage,,Switzerland,,,,,
MOBBOT,AI/ML,AI/ML,Unknown,AI,2020,2.9M CHF,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Scailyte,AI/ML,AI/ML,Unknown,AI,2020,,Series A,Series A,,Switzerland,,,,,
How,AI/ML,AI/ML,Unknown,"AI, Cleantech, AR/VR",2020,,Undisclosed,Early Stage,,Switzerland,,,,,
CUTISS,Unknown,,Unknown,,2020,,Series B,Series B,,Switzerland,,,,,
IDUN,AI/ML,AI/ML,Unknown,AI,2020,,Seed,Seed,,Switzerland,,,,,
Climeworks,AI/ML,AI/ML,Unknown,"AI, AR/VR",2020,73.0M CHF,Funding Round,Growth,,Switzerland,,,,,
Scandit,AI/ML,AI/ML,Unknown,"AI, AR/VR",2020,80.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Startups,HEALTHCARE,Digital Health,B2C,"AI, Healthtech, AR/VR",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,AR/VR,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Adiposs,ROBOTICS,,Unknown,"Robotics, AR/VR",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Scale,Unknown,,Unknown,AR/VR,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Becomes,AI/ML,AI/ML,Unknown,AI,2020,,Series A,Series A,,Switzerland,,,,,
Locatee,Unknown,,Unknown,,2020,4.0M USD,Series A,Series A,,Switzerland,,,,,
Zippsafe,Unknown,,Unknown,AR/VR,2020,3.0M CHF,Funding Round,Series B,,Switzerland,,,,,
ELDICO,AI/ML,AI/ML,Unknown,AI,2020,1.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
TOP,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2020,,Funding Round,Early Stage,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,"Robotics, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,Unknown,,Unknown,AR/VR,2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Swiss,Unknown,,Unknown,AR/VR,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Swiss,HEALTHCARE,Biotech,Unknown,"Biotech, IoT, AR/VR",2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Lunaphore,Unknown,,Unknown,,2020,2.0M CHF,Series C2,Series C,,Switzerland,,,,,
Uepaas,Unknown,,Unknown,,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
CyanoGuard,AI/ML,AI/ML,Unknown,"AI, AR/VR",2020,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
AVAtronics,AI/ML,AI/ML,Unknown,AI,2020,1.6M CHF,Undisclosed,Series A,,Switzerland,,,,,
Annaida,AI/ML,AI/ML,Unknown,AI,2020,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,Unknown,AR/VR,2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Flybotix,AI/ML,AI/ML,Unknown,"AI, AR/VR",2020,1.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
Startups,AI/ML,AI/ML,Unknown,"AI, IoT, AR/VR",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
