Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Publication_Date,Article_Text,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
Startups,SOFTWARE,Drug Discovery,B2B,"FoodTech, ClimateTech, AI",20.07.2022,"Startups developing structure for plant-based meat, a digital pill for erectile dysfunction, new drugs against protozoan parasites, carbon-free energy solutions, and an AI-based software for building maintenance each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Ava,HEALTHCARE,Digital Health,Unknown,,20.07.2022,Ava gets acquired by FemTec Health,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
VISENSE,AI/ML,Enterprise Software,B2B,Manufacturing,19.07.2022,VISENSE raises CHF 750’000 for enabling industrial manufacturers to improve underperforming industrial machines and collaboration,2022,750.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
Colorectal,SOFTWARE,Drug Discovery,B2B,,15.07.2022,"CHF 40,000 for a microbial-based therapy for Colorectal cancer and a digital wellbeing app",2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
BLKB,FINTECH,Payments,B2B,FinTech,15.07.2022,BLKB supports St.Gallen FinTech Kaspar&,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
FimmCyte,Unknown,,Unknown,,13.07.2022,"FimmCyte wins CHF 150,000 to advance their non-hormonal, disease-modifying treatment for endometriosis",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Technology,MOBILITY,Electric Vehicles,Unknown,Mobility,08.07.2022,Technology company routeRank providing IT solutions for travel and mobility gets acquired by Netcetera,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Akina,AI/ML,Drug Discovery,B2B,,06.07.2022,"Akina wins CHF 150,000 to integrate gamified at-home physical therapy with the world’s best musculoskeletal care",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,Unknown,"FutureOfWork, ClimateTech",29.06.2022,"Startups developing a technology to speed up drug discovery, a service to manage complex health data, a digital therapy for menstrual disorders, solutions to enable remote work abroad, and adaptive solar façades each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
NextImmune,MOBILITY,Drug Discovery,Unknown,BioTech,27.06.2022,"NextImmune wins CHF 150,000 to develop a new generation of immunosuppressive drugs for autoimmune diseases and organ transplantation",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,CLEANTECH,Drug Discovery,B2B,"AR/VR, Manufacturing",22.06.2022,"Startups developing virtual reality for businesses, solutions for solid-state batteries, green and clean hydrogen production, and a solution for ‘Blended Psychotherapy’ each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Avelo,MOBILITY,Electric Vehicles,Unknown,,22.06.2022,"Avelo wins CHF 150,000 to make every breath count for better respiratory disease diagnoses",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Imverse,AI/ML,AI/ML,B2B,,17.06.2022,Imverse raises USD 4.8 million enabling breakthrough in real-time 3D graphics and live holograms lands,2022,4.8M USD,Undisclosed,Series B,,Switzerland,,,,,
NMRbased,SOFTWARE,SaaS,B2B,IoT,15.06.2022,"CHF 40,000 for a NMR-based fragment screening platform and miniature sensors in the EVD",2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Almer,MOBILITY,Electric Vehicles,Unknown,AR/VR,10.06.2022,"Almer Technologies wins CHF 150,000 to develop augmented reality glasses to increase efficiency for frontline workers in technical industries",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Biosimo,AI/ML,AI/ML,B2B,"ClimateTech, Logistics",08.06.2022,"Biosimo wins CHF 150,000 to produce and sell renewable chemicals to substitute fossil-based chemicals in global supply chains",2022,150.0K CHF,Undisclosed,Seed,UBS,Switzerland,,,,,
BioVersys,HEALTHCARE,Electric Vehicles,Unknown,,08.06.2022,BioVersys closes a CHF 24.2 million financing round to develop AMR medical pipeline,2022,24.2M CHF,Funding Round,Series C,,Switzerland,,,,,
Invasight,AI/ML,AI/ML,B2B,,07.06.2022,Invasight closes CHF 4.5 million oversubscribed seed round to accelerate the fight against invasive cancers,2022,4.5M CHF,Seed,Seed,"Accel, UBS",Switzerland,,,,,
Lumendo,Unknown,WealthTech,Unknown,,01.06.2022,Lumendo scores oversubscribed investment round,2022,,Funding Round,Early Stage,UBS,Switzerland,,,,,
Startups,SOFTWARE,Medical Devices,B2B,,24.05.2022,"Startups developing data driven battery solutions, sustainable fishing bait, integral service for enzyme immobilization technologies, and smart surgical platforms each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Alithea,AI/ML,Biotech,B2B,"BioTech, Scalable",24.05.2022,Alithea Genomics raises CHF 1 Million in seed financing round to enable commercialization and scale-up of unique RNA sequencing technology,2022,1.0M CHF,Seed,Seed,,Switzerland,,,,,
EPFL,Unknown,,Unknown,,19.05.2022,flowbone and researchers from EPFL and ETHZ get a CHF 1.2 million Innosuisse grant to decrease the incidence of osteoporotic hip fractures,2022,1.2M CHF,Undisclosed,Series A,Innosuisse,Switzerland,,,,,
Koa,AI/ML,AI/ML,B2B,,16.05.2022,Koa raises USD 10 million to build Africa’s largest cocoa fruit factory,2022,10.0M USD,Undisclosed,Series C,,Switzerland,,,,,
Isochronic,SOFTWARE,Electric Vehicles,B2B,"Manufacturing, Robotics",16.05.2022,Isochronic developing software-driven industrial robot for Pick&Place applications closes CHF2 million seed round,2022,2.0M CHF,Seed,Seed,,Switzerland,,,,,
Startups,FINTECH,Drug Discovery,B2B,FinTech,10.05.2022,"Startups developing small molecules drugs to detoxify toxic metals, rebuilding coral reefs, offering a sustainable digital banking solution, and improving our digital wellbeing each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
InfraScreen,CLEANTECH,Climate Tech,B2B,ClimateTech,06.05.2022,InfraScreen secures USD 1.5 million to advance carbon neutrality for greenhouses,2022,1.5M USD,Undisclosed,Series A,,Switzerland,,,,,
Startups,MOBILITY,Drug Discovery,Unknown,"Mobility, FoodTech",28.04.2022,"Startups developing a new gas compression machine based on scroll technology, a small autonomous rover, a microbial-based therapy for Colorectal cancer, and a DIY plant-based meat miner each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Artiria,HEALTHCARE,AI/ML,Unknown,,12.04.2022,Artiria Medical raises CHF 3.8 million to improve stroke treatments,2022,3.8M CHF,Undisclosed,Series B,,Switzerland,,,,,
Medical,HEALTHCARE,Digital Health,Unknown,Venture Capital,12.04.2022,Medical Templates secures CHF 3 million seed funding round,2022,3.0M CHF,Seed,Seed,,Switzerland,,,,,
Bcomp,MOBILITY,Electric Vehicles,Unknown,"Mobility, Venture Capital",05.04.2022,Bcomp closes CHF 32 million Series B with mobility- and impact venture capital including BMW i Ventures,2022,32.0M CHF,Series B,Series B,,Switzerland,,,,,
Climeworks,AI/ML,AI/ML,B2B,,05.04.2022,Climeworks raises CHF 600 million in equity funding to accelerate the direct air capture industry,2022,600.0M CHF,Funding Round,Growth,Accel,Switzerland,,,,,
Neurosoft,Unknown,,Unknown,,05.04.2022,Neurosoft Bioelectronics receives nearly USD 3 million in funding to advance treatment for epilepsy and tinnitus,2022,3.0M USD,Funding Round,Series B,,Switzerland,,,,,
Nanolive,Unknown,,Unknown,,04.04.2022,Nanolive closes a USD 20 million Series C-1 Round to drive significant growth of their Digital Assay solutions for live cell imaging and analysis,2022,20.0M USD,Series C,Series C,,Switzerland,,,,,
Altoida,SOFTWARE,SaaS,B2B,"Venture Capital, AI",04.04.2022,Altoida upsizes its Series A round to USD 20.3 million to advance its first-in-class AI-powered neurocognitive assessment platform,2022,20.3M USD,Series A,Series A,,Switzerland,,,,,
Novel,CLEANTECH,Renewable Energy,B2B,ClimateTech,30.03.2022,"CHF 40,000 for Novel mTOR inhibitors to treat rare diseases and cancer, accessible eye screening, and nanotechnology for solar energy conversion",2022,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Luya,Unknown,Biotech,Unknown,FoodTech,30.03.2022,"Luya wins CHF 150,000 to advance its plant-based meat alternative",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"IoT, Semiconductors",30.03.2022,"Startups developing microwave passive devices, a NMR-based fragment screening platform, a new way to play videogames, miniature sensors in the EVD, an handwriting iPad app for children, and radiation hard silicon carbide sensors each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Groam,AI/ML,AI/ML,B2B,,28.03.2022,"Groam wins CHF 150,000 to turn agricultural waste into sustainable foam",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Plastogaz,Unknown,WealthTech,Unknown,,24.03.2022,Plastogaz receives strategic investment from Dow to simplify plastic waste-to-feedstock process,2022,,Funding Round,Early Stage,,Switzerland,,,,,
Neural,AI/ML,AI/ML,B2B,"Venture Capital, Manufacturing",22.03.2022,Neural Concept raises a USD 9.1 Million Series A to scale Engineering Intelligence within industrial organizations,2022,9.1M USD,Series A,Series A,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,"AI, HealthTech",18.03.2022,"Startups developing a playful app for students, an AI-based Pneumoscope, an online platform to oversee clinical trial in real-time, and an AI-based animal voice recognizer each win CHF10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
FGen,SOFTWARE,SaaS,B2B,,16.03.2022,FGen and its ultra-high-throughput screening platform get acquired by Ginkgo Bioworks,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Daphne,AI/ML,AI/ML,B2B,,16.03.2022,Daphne Technology raises an additional CHF 4 million to scale up the company,2022,4.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Scewo,AI/ML,AI/ML,B2B,,15.03.2022,Scewo raises another CHF 3 million to advance expansion,2022,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Sleepiz,AI/ML,AI/ML,B2B,"Venture Capital, SpaceTech",09.03.2022,"Sleepiz raises million CHF 6,2 in Series A financing round to launch its sleep apnea monitor in foreign markets",2022,6.0K CHF,Series A,Series A,,Switzerland,,,,,
Industrielle,Unknown,,Unknown,,28.02.2022,Industrielle Werke Basel acquires Sympheny stake,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Retailer,AI/ML,AI/ML,B2C,AI,23.02.2022,"AI Retailer Systems wins CHF 150,000 to bring computer-vision-powered checkout to convenience stores",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
MindMaze,Unknown,,Unknown,,18.02.2022,MindMaze secures $105 million financing to accelerate its global commercial growth plans,2022,105.0M USD,Funding Round,Growth,Accel,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"Manufacturing, Infrastructure, Scalable, ClimateTech",16.02.2022,"Startups developing next-gen energy meters, an environmental-friendly hotel digital platform, a platform for traceable digital twins of infrastructures, targeting diseased microenvironment in fibrosis, and offering scalable and renewable bioenergy each win CHF 10,000",2022,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Scrona,AI/ML,AI/ML,B2B,,15.02.2022,Scrona raises USD 9.6 million to revolutionize ultra-high resolution 3D printing,2022,9.6M USD,Undisclosed,Series B,,Switzerland,,,,,
Adaptyv,AI/ML,Analytics,B2B,,14.02.2022,Adaptyv Biosystems raises USD 2.5 million to create the world’s largest protein design database,2022,2.5M USD,Undisclosed,Series A,,Switzerland,,,,,
HAYA,Unknown,,Unknown,,09.02.2022,HAYA closes USD 5M seed extension led by Humboldt Fund and establishes U.S. Location,2022,5.0M USD,Seed,Seed,Humboldt Fund,Switzerland,,,,,
Scandit,AI/ML,AI/ML,B2B,,09.02.2022,Scandit raises USD 150 million and hits unicorn status,2022,150.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Scale,AI/ML,AI/ML,B2B,,07.02.2022,Scale up Bootcamp lays the foundation for a sustainable partnership between Exnaton and CKW,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
KOMPACT,MOBILITY,WealthTech,Unknown,,31.01.2022,KOMP-ACT secures investment from Pariter Partners to advance technological development and growth,2022,,Funding Round,Early Stage,,Switzerland,,,,,
Galventa,Unknown,,Unknown,,28.01.2022,"Galventa wins CHF 150,000 to help people wake up with ease",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Distalmotion,AI/ML,Medical Devices,B2B,Robotics,26.01.2022,Distalmotion raises USD90 million to accelerate adoption of surgical robot Dexter,2022,90.0M USD,Undisclosed,Growth,Accel,Switzerland,,,,,
Sensemodi,HEALTHCARE,HealthTech,Unknown,WearableTech,25.01.2022,"Sensemodi wins CHF 150,000 to assess joint health with an innovative wearable",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,Payments,B2B,,24.01.2022,"Startups developing a supply-chain risk analytics software, verifying student's individual, handwritten math solutions, and producing composite bipolar plates for hydrogen-energy each win CH 10,000",2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Oncobit,Unknown,,Unknown,,21.01.2022,"Oncobit wins CHF 150,000 to advance personalized cancer care",2022,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
SoHHytec,AI/ML,AI/ML,B2B,"Venture Capital, ClimateTech",20.01.2022,SoHHytec secures seed funding from Fund for Sustainability and Energy (FUND4SE),2022,,Seed,Seed,,Switzerland,,,,,
Startups,SOFTWARE,Biotech,B2B,ClimateTech,19.01.2022,"Startups developing a device for sport performance tracking, the next-gen lights, tools for sustainable densification, nanotechnology for solar energy conversion, and a platform for alternative investments each win CHF 10,000",2022,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
Lumendo,HEALTHCARE,MedTech,B2B,HealthTech,17.01.2022,Lumendo raises CHF 2.54 million to bring its novel endodontic treatment platform to clinical use,2022,2.54M CHF,Undisclosed,Series A,,Switzerland,,,,,
INERGIO,Unknown,,Unknown,,17.01.2022,INERGIO Closes CHF 1.25 Million pre-seed financing round led by Privilège Ventures,2022,1.25M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
EraCal,HEALTHCARE,Drug Discovery,Unknown,,17.01.2022,EraCal Therapeutics enters into Research Collaboration with Novo Nordisk,2022,,Undisclosed,Early Stage,,Switzerland,,,,,
Scailyte,HEALTHCARE,Biotech,Unknown,"Venture Capital, BioTech, IoT",11.01.2022,Scailyte closes Series A financing round and onboards top biotech leaders to fuel their growth in 2022,2022,,Series A,Series A,,Switzerland,,,,,
Adiposs,HEALTHCARE,Drug Discovery,B2B,"HealthTech, Manufacturing",10.01.2022,Adiposs raises CHF 1.8 million to start clinical trials and product industrialization,2022,1.8M CHF,Undisclosed,Series A,,Switzerland,,,,,
QualySense,AI/ML,Analytics,B2B,,03.01.2022,QualySense Raises USD 2.5 million to continue market expansion in USA of its advanced sorting and data solutions,2022,2.5M USD,Undisclosed,Series A,,Switzerland,,,,,
Novel,SOFTWARE,SaaS,B2B,,27.12.2021,"Novel mTOR inhibitors to treat cancer, accessible eye screening, high-performance speaker, and a platform revolutionizing influencer marketing each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Klepsydra,SOFTWARE,AI/ML,B2B,,20.12.2021,Klepsydra raises CHF 1 million to further advance and certificate its edge computing software,2021,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Xsensio,SOFTWARE,SaaS,B2B,SpaceTech,20.12.2021,Xsensio raises CHF 4.2 million to expand development of proprietary platform and accelerate market launch,2021,4.2M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
Kandou,AI/ML,AI/ML,B2B,,20.12.2021,Kandou raises USD 75 million in series D funding,2021,75.0M USD,Series D,Growth,,Switzerland,,,,,
Bottneuro,Unknown,,Unknown,HealthTech,17.12.2021,"Bottneuro wins CHF 150,000 to advance diagnosis and digital therapies for Alzheimer’s disease",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Nanoleq,HEALTHCARE,AI/ML,Unknown,,15.12.2021,Nanoleq raises CHF 11.5 million to reinvent health monitoring based on smart textiles,2021,11.5M CHF,Undisclosed,Series C,,Switzerland,,,,,
DeepJudge,SOFTWARE,SaaS,B2B,AI,14.12.2021,"DeepJudge wins CHF 150,000 to advance its AI-powered legal document processing platform",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Biologics,HEALTHCARE,Drug Discovery,Unknown,"BioTech, AI",13.12.2021,deepCDR Biologics gets acquired by Alloy Therapeutics to advance bioinformatics and machine learning,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Embion,AI/ML,AI/ML,B2B,,09.12.2021,Embion raises CHF 4.5 million to accelerate the commercialization in breakthrough biomass processing for functional nutrition innovation,2021,4.5M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
Largo,Unknown,WealthTech,Unknown,,07.12.2021,Largo closes the last leg of its seed investment round with CHF 1.1 million,2021,1.1M CHF,Seed,Seed,,Switzerland,,,,,
Hylomorph,MOBILITY,Electric Vehicles,Unknown,BioTech,03.12.2021,Hylomorph secures a CHF 5.2 million Series-B round led by Geneva Smart Invest and Start Angels Network,2021,5.2M CHF,Funding Round,Series B,Geneva Smart Invest,Switzerland,,,,,
Antefil,Unknown,Payments,Unknown,Manufacturing,29.11.2021,"Antefil Composite Tech wins CHF 150,000 to transform the production of lightweight structures",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Versics,Unknown,Analytics,Unknown,,24.11.2021,"Versics wins CHF 150,000 to advance the data traffic of the future",2021,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Inositec,HEALTHCARE,Digital Health,Unknown,,22.11.2021,Inositec gets acquired by Vifor Pharma to advance the vascular calcification field,2021,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, IoT, FoodTech",19.11.2021,"Startups developing an AI-driven blister roll to deliver precise medication, improving the sensory acceptance of plant-based dairy, offering devices to help visually impaired people, and textile-integrated tissue oxygenation sensors each win CHF 10,000",2021,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
